Molecular/Biological/Cellular Ontology Terms: 

GO:0043065      positive regulation of apoptotic process                                                                                 ['Cck', 'Camk1d']                       
R-MMU-5357801   Programmed Cell Death                                                                                                    ['Lmna']                                
R-MMU-6811442   Intra-Golgi and retrograde Golgi-to-ER traffic                                                                           ['Tuba4a']                              
GO:1990542      mitochondrial transmembrane transport                                                                                    ['Slc25a33']                            
R-MMU-445717    Aquaporin-mediated transport                                                                                             ['Gng13']                               
GO:0005768      endosome                                                                                                                 ['Ubxn6']                               
R-MMU-8957275   Post-translational protein phosphorylation                                                                               ['Lamb1']                               
GO:0045121      membrane raft                                                                                                            ['Car11']                               
R-MMU-76046     RNA Polymerase III Transcription Initiation                                                                              ['Polr2l']                              
GO:1903999      negative regulation of eating behavior                                                                                   ['Cck']                                 
GO:0099524      postsynaptic cytosol                                                                                                     ['Calb1']                               
R-MMU-5632684   Hedgehog 'on' state                                                                                                      ['Hhip']                                
GO:0032040      small-subunit processome                                                                                                 ['Noc4l']                               
GO:0034614      cellular response to reactive oxygen species                                                                             ['Ptprk']                               
GO:0000307      cyclin-dependent protein kinase holoenzyme complex                                                                       ['Fam58b']                              
GO:0003682      chromatin binding                                                                                                        ['Ebf2']                                
GO:0043259      laminin-10 complex                                                                                                       ['Lamb1']                               
GO:0007249      I-kappaB kinase/NF-kappaB signaling                                                                                      ['Car11']                               
GO:0007169      transmembrane receptor protein tyrosine kinase signaling pathway                                                         ['Pdgfa']                               
GO:1902260      negative regulation of delayed rectifier potassium channel activity                                                      ['Kcnab1']                              
R-MMU-373760    L1CAM interactions                                                                                                       ['Tuba4a']                              
GO:0010842      retina layer formation                                                                                                   ['Calb1']                               
R-MMU-6811436   COPI-independent Golgi-to-ER retrograde traffic                                                                          ['Tuba4a']                              
GO:0001772      immunological synapse                                                                                                    ['Car11']                               
R-MMU-2022928   HS-GAG biosynthesis                                                                                                      ['Hs3st2']                              
GO:0010839      negative regulation of keratinocyte proliferation                                                                        ['Ptprk', 'Klf9']                       
GO:0005886      plasma membrane                                                                                                          ['Rasgrp1', 'Hhip', 'Gng13', 'Kitl', 'Itm2a', 'Dscaml1', 'Kcnab1', 'Islr2', 'Cpne9', 'Rnd1', 'Enpp2', 'Ptprk', 'Gabrb2', 'Pls3', 'Gabra4', 'Klf9', 'Vldlr', 'Gabra5', 'Car11', 'Tmem33', 'Dpp10', 'Cdh7', 'Arid1b', 'Ccdc136']
GO:0050776      regulation of immune response                                                                                            ['Car11']                               
GO:0030198      extracellular matrix organization                                                                                        ['Lamb1']                               
GO:0140014      mitotic nuclear division                                                                                                 ['Tuba4a']                              
R-MMU-3700989   Transcriptional Regulation by TP53                                                                                       ['Polr2l']                              
GO:1990519      pyrimidine nucleotide import into mitochondrion                                                                          ['Slc25a33']                            
GO:0070925      organelle assembly                                                                                                       ['Ccdc136']                             
GO:0098637      protein complex involved in cell-matrix adhesion                                                                         ['Lamb1']                               
GO:0060213      positive regulation of nuclear-transcribed mRNA poly(A) tail shortening                                                  ['Eif4enif1']                           
GO:0030071      regulation of mitotic metaphase/anaphase transition                                                                      ['Arid1b']                              
GO:0000785      chromatin                                                                                                                ['Arid1b']                              
GO:1990314      cellular response to insulin-like growth factor stimulus                                                                 ['Slc25a33']                            
GO:0007611      learning or memory                                                                                                       ['Lamb1', 'Kcnab1']                     
R-MMU-6806834   Signaling by MET                                                                                                         ['Lamb1']                               
R-MMU-380270    Recruitment of mitotic centrosome proteins and complexes                                                                 ['Tuba4a']                              
GO:0000278      mitotic cell cycle                                                                                                       ['Tuba4a']                              
R-MMU-1483206   Glycerophospholipid biosynthesis                                                                                         ['Mgll']                                
GO:0002377      immunoglobulin production                                                                                                ['Itm2a', 'Car11']                      
GO:1900026      positive regulation of substrate adhesion-dependent cell spreading                                                       ['Enpp2']                               
GO:2001235      positive regulation of apoptotic signaling pathway                                                                       ['Tpd52l1']                             
GO:0001755      neural crest cell migration                                                                                              ['Kitl']                                
GO:0007283      spermatogenesis                                                                                                          ['Ccdc136']                             
R-MMU-8955332   Carboxyterminal post-translational modifications of tubulin                                                              ['Tuba4a']                              
GO:0007517      muscle organ development                                                                                                 ['Lmna']                                
GO:0005607      laminin-2 complex                                                                                                        ['Lamb1']                               
R-MMU-8953854   Metabolism of RNA                                                                                                        ['Noc4l', 'Polr2l']                     
GO:0008076      voltage-gated potassium channel complex                                                                                  ['Kcnab1', 'Dpp10']                     
GO:0006606      protein import into nucleus                                                                                              ['Lmna', 'Eif4enif1']                   
GO:2000781      positive regulation of double-strand break repair                                                                        ['Arid1b']                              
R-MMU-6782135   Dual incision in TC-NER                                                                                                  ['Polr2l', 'Pole4']                     
R-MMU-5578749   Transcriptional regulation by small RNAs                                                                                 ['Polr2l']                              
R-MMU-6781823   Formation of TC-NER Pre-Incision Complex                                                                                 ['Polr2l']                              
GO:0043588      skin development                                                                                                         ['Pdgfa']                               
GO:0006796      phosphate-containing compound metabolic process                                                                          ['Ckmt1']                               
GO:0048008      platelet-derived growth factor receptor signaling pathway                                                                ['Pdgfa']                               
GO:0005638      lamin filament                                                                                                           ['Lmna']                                
R-MMU-418555    G alpha (s) signalling events                                                                                            ['Gng13']                               
R-MMU-597592    Post-translational protein modification                                                                                  ['Lamb1', 'Tuba4a', 'Fbxl16']           
GO:0042470      melanosome                                                                                                               ['Tmem33']                              
GO:0051639      actin filament network formation                                                                                         ['Pls3']                                
GO:0030054      cell junction                                                                                                            ['Ptprk', 'Gid8']                       
GO:0060292      long-term synaptic depression                                                                                            ['Mgll']                                
GO:0050811      GABA receptor binding                                                                                                    ['Gabra5']                              
R-MMU-1852241   Organelle biogenesis and maintenance                                                                                     ['Tuba4a']                              
GO:0005184      neuropeptide hormone activity                                                                                            ['Cck']                                 
R-MMU-5620912   Anchoring of the basal body to the plasma membrane                                                                       ['Tuba4a']                              
R-MMU-76066     RNA Polymerase III Transcription Initiation From Type 2 Promoter                                                         ['Polr2l']                              
GO:0004683      calmodulin-dependent protein kinase activity                                                                             ['Camk1d']                              
GO:0048041      focal adhesion assembly                                                                                                  ['Ptprk']                               
GO:0034551      mitochondrial respiratory chain complex III assembly                                                                     ['Slc25a33']                            
GO:0044571      [2Fe-2S] cluster assembly                                                                                                ['Lyrm4']                               
R-MMU-182971    EGFR downregulation                                                                                                      ['Ptprk']                               
GO:0005769      early endosome                                                                                                           ['Tpd52l1']                             
GO:0032991      protein-containing complex                                                                                               ['Lamb1', 'Lyrm4', 'Ubxn6']             
GO:0008146      sulfotransferase activity                                                                                                ['Hs3st2']                              
GO:0032725      positive regulation of granulocyte macrophage colony-stimulating factor production                                       ['Rasgrp1']                             
GO:0034447      very-low-density lipoprotein particle clearance                                                                          ['Vldlr']                               
GO:0050730      regulation of peptidyl-tyrosine phosphorylation                                                                          ['Pdgfa']                               
GO:0031012      extracellular matrix                                                                                                     ['Lamb1']                               
GO:0090199      regulation of release of cytochrome c from mitochondria                                                                  ['Pls3']                                
GO:0005834      heterotrimeric G-protein complex                                                                                         ['Gng13']                               
GO:0030594      neurotransmitter receptor activity                                                                                       ['Gabrb2']                              
GO:0019904      protein domain specific binding                                                                                          ['Kcnab1']                              
R-MMU-168256    Immune System                                                                                                            ['Rasgrp1', 'Nit2', 'Tuba4a', 'Fbxl16', 'Car11']
GO:0017121      plasma membrane phospholipid scrambling                                                                                  ['Pls3']                                
GO:0007411      axon guidance                                                                                                            ['Dscaml1']                             
R-MMU-8951664   Neddylation                                                                                                              ['Fbxl16']                              
GO:0048255      mRNA stabilization                                                                                                       ['Eif4enif1']                           
GO:0009395      phospholipid catabolic process                                                                                           ['Enpp2']                               
R-MMU-418597    G alpha (z) signalling events                                                                                            ['Gng13']                               
GO:0043621      protein self-association                                                                                                 ['Pls3', 'Car11']                       
R-MMU-73863     RNA Polymerase I Transcription Termination                                                                               ['Polr2l']                              
GO:0045773      positive regulation of axon extension                                                                                    ['Islr2']                               
GO:0005049      nuclear export signal receptor activity                                                                                  ['Eif4enif1']                           
R-MMU-500657    Presynaptic function of Kainate receptors                                                                                ['Gng13']                               
GO:0050847      progesterone receptor signaling pathway                                                                                  ['Klf9']                                
R-MMU-202424    Downstream TCR signaling                                                                                                 ['Car11']                               
GO:0090435      protein localization to nuclear envelope                                                                                 ['Lmna']                                
R-MMU-446203    Asparagine N-linked glycosylation                                                                                        ['Tuba4a']                              
GO:0045177      apical part of cell                                                                                                      ['Vldlr']                               
GO:0043256      laminin complex                                                                                                          ['Lamb1']                               
R-MMU-6807505   RNA polymerase II transcribes snRNA genes                                                                                ['Polr2l']                              
GO:0055085      transmembrane transport                                                                                                  ['Kcnab1']                              
GO:0048787      presynaptic active zone membrane                                                                                         ['Gabrb2']                              
GO:0031507      heterochromatin formation                                                                                                ['Lmna']                                
R-MMU-69239     Synthesis of DNA                                                                                                         ['Pole4']                               
GO:0016772      transferase activity, transferring phosphorus-containing groups                                                          ['Ckmt1']                               
GO:0006998      nuclear envelope organization                                                                                            ['Lmna']                                
GO:2000124      regulation of endocannabinoid signaling pathway                                                                          ['Mgll']                                
GO:0097108      hedgehog family protein binding                                                                                          ['Hhip']                                
GO:0030332      cyclin binding                                                                                                           ['Fam58b', 'Cdkl2']                     
GO:0006470      protein dephosphorylation                                                                                                ['Ptprk', 'Ptprg']                      
GO:0071786      endoplasmic reticulum tubular network organization                                                                       ['Tmem33']                              
GO:0001525      angiogenesis                                                                                                             ['Pdgfa']                               
R-MMU-5696397   Gap-filling DNA repair synthesis and ligation in GG-NER                                                                  ['Pole4']                               
GO:0005887      integral component of plasma membrane                                                                                    ['Kcnab1', 'Gabrb2', 'Gabra4', 'Gabra5']
R-MMU-68962     Activation of the pre-replicative complex                                                                                ['Pole4']                               
R-MMU-8878171   Transcriptional regulation by RUNX1                                                                                      ['Arid1b']                              
R-MMU-8874081   MET activates PTK2 signaling                                                                                             ['Lamb1']                               
GO:0042593      glucose homeostasis                                                                                                      ['Pls3']                                
GO:0015031      protein transport                                                                                                        ['Eif4enif1']                           
GO:2000045      regulation of G1/S transition of mitotic cell cycle                                                                      ['Arid1b']                              
GO:1902259      regulation of delayed rectifier potassium channel activity                                                               ['Kcnab1']                              
GO:0034703      cation channel complex                                                                                                   ['Kcnab1']                              
GO:0015629      actin cytoskeleton                                                                                                       ['Rnd1']                                
R-MMU-8964046   VLDL clearance                                                                                                           ['Vldlr']                               
R-MMU-1257604   PIP3 activates AKT signaling                                                                                             ['Kitl', 'Pdgfa']                       
GO:0004017      adenylate kinase activity                                                                                                ['Ak5']                                 
GO:0043209      myelin sheath                                                                                                            ['Ckmt1']                               
GO:0030031      cell projection assembly                                                                                                 ['Pdgfa']                               
GO:0051428      peptide hormone receptor binding                                                                                         ['Cck']                                 
R-MMU-9646399   Aggrephagy                                                                                                               ['Tuba4a']                              
R-MMU-977444    GABA B receptor activation                                                                                               ['Gng13']                               
GO:1901016      regulation of potassium ion transmembrane transporter activity                                                           ['Kcnab1']                              
R-MMU-983231    Factors involved in megakaryocyte development and platelet production                                                    ['Tuba4a']                              
GO:0060078      regulation of postsynaptic membrane potential                                                                            ['Gabra4', 'Gabra5']                    
GO:0018108      peptidyl-tyrosine phosphorylation                                                                                        ['Kitl']                                
GO:0034455      t-UTP complex                                                                                                            ['Noc4l']                               
GO:0008081      phosphoric diester hydrolase activity                                                                                    ['Enpp2']                               
GO:0008236      serine-type peptidase activity                                                                                           ['Dpp10']                               
R-MMU-5250913   Positive epigenetic regulation of rRNA expression                                                                        ['Polr2l']                              
GO:0006024      glycosaminoglycan biosynthetic process                                                                                   ['Hs3st2']                              
GO:0043235      receptor complex                                                                                                         ['Gabrb2', 'Gabra4', 'Vldlr', 'Gabra5'] 
GO:0001662      behavioral fear response                                                                                                 ['Gabra5']                              
GO:0030900      forebrain development                                                                                                    ['Pou3f1']                              
GO:0007566      embryo implantation                                                                                                      ['Lamb1', 'Klf9']                       
R-MMU-8868773   rRNA processing in the nucleus and cytosol                                                                               ['Noc4l']                               
GO:0005249      voltage-gated potassium channel activity                                                                                 ['Kcnab1']                              
GO:0062023      collagen-containing extracellular matrix                                                                                 ['Lamb1']                               
R-MMU-112316    Neuronal System                                                                                                          ['Gng13', 'Kcnab1', 'Gabrb2', 'Gabra4', 'Gabra5']
R-MMU-163685    Integration of energy metabolism                                                                                         ['Gng13']                               
R-MMU-5621481   C-type lectin receptors (CLRs)                                                                                           ['Car11']                               
GO:0097722      sperm motility                                                                                                           ['Pithd1']                              
R-MMU-380284    Loss of proteins required for interphase microtubule organization from the centrosome                                    ['Tuba4a']                              
GO:0004890      GABA-A receptor activity                                                                                                 ['Gabrb2', 'Gabra4', 'Gabra5']          
GO:0005874      microtubule                                                                                                              ['Tuba4a']                              
GO:0098797      plasma membrane protein complex                                                                                          ['Gng13', 'Kcnab1', 'Cdh7']             
GO:0042995      cell projection                                                                                                          ['Kitl']                                
R-MMU-422475    Axon guidance                                                                                                            ['Dscaml1', 'Rnd1', 'Tuba4a', 'Vldlr']  
GO:0071222      cellular response to lipopolysaccharide                                                                                  ['Pls3']                                
R-MMU-72312     rRNA processing                                                                                                          ['Noc4l']                               
GO:0050862      positive regulation of T cell receptor signaling pathway                                                                 ['Car11']                               
R-MMU-195258    RHO GTPase Effectors                                                                                                     ['Tuba4a']                              
GO:0002053      positive regulation of mesenchymal cell proliferation                                                                    ['Pdgfa']                               
R-MMU-2980736   Peptide hormone metabolism                                                                                               ['Gng13']                               
R-MMU-72165     mRNA Splicing - Minor Pathway                                                                                            ['Polr2l']                              
GO:0046872      metal ion binding                                                                                                        ['Rasgrp1', 'Calb1', 'Hhip', 'Ebf2', 'Polr2l', 'Cpne9', 'Enpp2', 'Pls3', 'Lmo3', 'Tuba4a', 'Klf9', 'Zc3h6', 'Cdh7']
R-MMU-76042     RNA Polymerase II Transcription Initiation And Promoter Clearance                                                        ['Polr2l']                              
R-MMU-76071     RNA Polymerase III Transcription Initiation From Type 3 Promoter                                                         ['Polr2l']                              
GO:0047391      alkylglycerophosphoethanolamine phosphodiesterase activity                                                               ['Enpp2']                               
GO:0045786      negative regulation of cell cycle                                                                                        ['Ptprk']                               
GO:0034446      substrate adhesion-dependent cell spreading                                                                              ['Lamb1']                               
R-MMU-1296059   G protein gated Potassium channels                                                                                       ['Gng13']                               
GO:0030036      actin cytoskeleton organization                                                                                          ['Pdgfa']                               
GO:0003713      transcription coactivator activity                                                                                       ['Lmo3']                                
R-MMU-5250924   B-WICH complex positively regulates rRNA expression                                                                      ['Polr2l']                              
R-MMU-77075     RNA Pol II CTD phosphorylation and interaction with CE                                                                   ['Polr2l']                              
GO:1900006      positive regulation of dendrite development                                                                              ['Vldlr']                               
GO:2001046      positive regulation of integrin-mediated signaling pathway                                                               ['Lamb1']                               
GO:0140678      molecular function inhibitor activity                                                                                    ['Kcnab1']                              
R-MMU-69206     G1/S Transition                                                                                                          ['Pole4']                               
GO:0010256      endomembrane system organization                                                                                         ['Ccdc136']                             
GO:0006508      proteolysis                                                                                                              ['Dpp10']                               
GO:0016514      SWI/SNF complex                                                                                                          ['Arid1b']                              
R-MMU-9012999   RHO GTPase cycle                                                                                                         ['Rnd1']                                
GO:0030951      establishment or maintenance of microtubule cytoskeleton polarity                                                        ['Lmna']                                
GO:0007286      spermatid development                                                                                                    ['Pithd1', 'Ccdc136']                   
R-MMU-199977    ER to Golgi Anterograde Transport                                                                                        ['Tuba4a']                              
R-MMU-8964616   G beta:gamma signalling through CDC42                                                                                    ['Gng13']                               
GO:0040036      regulation of fibroblast growth factor receptor signaling pathway                                                        ['Hhip']                                
GO:0008083      growth factor activity                                                                                                   ['Kitl', 'Pdgfa']                       
R-MMU-5617833   Cilium Assembly                                                                                                          ['Tuba4a']                              
R-MMU-2871837   FCERI mediated NF-kB activation                                                                                          ['Car11']                               
GO:0042165      neurotransmitter binding                                                                                                 ['Gabrb2', 'Gabra4', 'Gabra5']          
GO:0097192      extrinsic apoptotic signaling pathway in absence of ligand                                                               ['Kitl']                                
R-MMU-2500257   Resolution of Sister Chromatid Cohesion                                                                                  ['Tuba4a']                              
GO:0004672      protein kinase activity                                                                                                  ['Camk1d', 'Cdkl2']                     
GO:0031047      RNA-mediated gene silencing                                                                                              ['Eif4enif1']                           
GO:0042391      regulation of membrane potential                                                                                         ['Gabrb2', 'Gabra4', 'Gabra5']          
GO:0045580      regulation of T cell differentiation                                                                                     ['Car11']                               
GO:0006919      activation of cysteine-type endopeptidase activity involved in apoptotic process                                         ['Cck']                                 
GO:0030175      filopodium                                                                                                               ['Kitl']                                
R-MMU-5654738   Signaling by FGFR2                                                                                                       ['Polr2l']                              
GO:0050727      regulation of inflammatory response                                                                                      ['Mgll']                                
R-MMU-5656169   Termination of translesion DNA synthesis                                                                                 ['Pole4']                               
GO:0003729      mRNA binding                                                                                                             ['Eif4enif1']                           
GO:0098742      cell-cell adhesion via plasma-membrane adhesion molecules                                                                ['Cdh7']                                
R-MMU-8939211   ESR-mediated signaling                                                                                                   ['Gng13', 'Polr2l']                     
GO:0006107      oxaloacetate metabolic process                                                                                           ['Nit2']                                
GO:0072286      metanephric connecting tubule development                                                                                ['Calb1']                               
R-MMU-190872    Transport of connexons to the plasma membrane                                                                            ['Tuba4a']                              
R-MMU-418592    ADP signalling through P2Y purinoceptor 1                                                                                ['Gng13']                               
GO:0006351      DNA-templated transcription                                                                                              ['Polr2l']                              
GO:0042797      tRNA transcription by RNA polymerase III                                                                                 ['Polr2l']                              
GO:0016310      phosphorylation                                                                                                          ['Ak5', 'Camk1d', 'Cdkl2', 'Ckmt1', 'Papss1']
GO:0016055      Wnt signaling pathway                                                                                                    ['Gid8']                                
R-MMU-68877     Mitotic Prometaphase                                                                                                     ['Tuba4a']                              
R-MMU-2555396   Mitotic Metaphase and Anaphase                                                                                           ['Tuba4a']                              
GO:0005765      lysosomal membrane                                                                                                       ['Ubxn6']                               
GO:0046649      lymphocyte activation                                                                                                    ['Car11']                               
GO:0043547      positive regulation of GTPase activity                                                                                   ['Rasgrp1']                             
GO:0060348      bone development                                                                                                         ['Pls3', 'Pdgfa']                       
R-MMU-2980766   Nuclear Envelope Breakdown                                                                                               ['Lmna']                                
GO:0042100      B cell proliferation                                                                                                     ['Rasgrp1', 'Car11']                    
GO:0014049      positive regulation of glutamate secretion                                                                               ['Cck']                                 
GO:0051901      positive regulation of mitochondrial depolarization                                                                      ['Cck']                                 
GO:1902749      regulation of cell cycle G2/M phase transition                                                                           ['Fam58b']                              
GO:0051017      actin filament bundle assembly                                                                                           ['Pls3']                                
GO:0045893      positive regulation of transcription, DNA-templated                                                                      ['Arid1b']                              
GO:0021517      ventral spinal cord development                                                                                          ['Vldlr']                               
GO:0009152      purine ribonucleotide biosynthetic process                                                                               ['Papss1']                              
R-MMU-186797    Signaling by PDGF                                                                                                        ['Pdgfa']                               
GO:0006261      DNA-templated DNA replication                                                                                            ['Pole4']                               
GO:0031334      positive regulation of protein-containing complex assembly                                                               ['Cck']                                 
R-MMU-9696273   RND1 GTPase cycle                                                                                                        ['Rnd1']                                
R-MMU-416476    G alpha (q) signalling events                                                                                            ['Cck', 'Gng13', 'Mgll']                
GO:0031234      extrinsic component of cytoplasmic side of plasma membrane                                                               ['Gng13', 'Kcnab1']                     
GO:0097067      cellular response to thyroid hormone stimulus                                                                            ['Klf9']                                
R-MMU-157858    Gap junction trafficking and regulation                                                                                  ['Tuba4a']                              
R-MMU-5610787   Hedgehog 'off' state                                                                                                     ['Tuba4a']                              
GO:0140672      ATAC complex                                                                                                             ['Pole4']                               
R-MMU-73779     RNA Polymerase II Transcription Pre-Initiation And Promoter Opening                                                      ['Polr2l']                              
GO:0098794      postsynapse                                                                                                              ['Calb1', 'Gabra4', 'Gabra5']           
GO:0005730      nucleolus                                                                                                                ['Noc4l', 'Mrps15', 'Gpatch4']          
GO:0032791      lead ion binding                                                                                                         ['Pls3']                                
GO:0044331      cell-cell adhesion mediated by cadherin                                                                                  ['Cdh7']                                
GO:0042110      T cell activation                                                                                                        ['Rasgrp1', 'Car11']                    
