Molecular/Biological/Cellular Ontology Terms: 

GO:0043565      sequence-specific DNA binding                                                                                            ['Fosb', 'Lhx2', 'Irx1', 'Pou3f1', 'Shox2', 'Pou3f4', 'Junb', 'Foxo1', 'Sox6', 'Hey1', 'Cxxc5', 'Ar', 'Trp53', 'Maf', 'Egr1', 'Nr2f6', 'Smad4', 'Pou2f1']
GO:0006182      cGMP biosynthetic process                                                                                                ['Nppc']                                
GO:0051973      positive regulation of telomerase activity                                                                               ['Nek7']                                
GO:0005764      lysosome                                                                                                                 ['Ar', 'Mfsd12', 'Pcyox1']              
GO:0016174      NAD(P)H oxidase H2O2-forming activity                                                                                    ['Mical2']                              
GO:0009948      anterior/posterior axis specification                                                                                    ['Hey1']                                
R-MMU-390522    Striated Muscle Contraction                                                                                              ['Myl2']                                
GO:0035809      regulation of urine volume                                                                                               ['Ar']                                  
GO:0009060      aerobic respiration                                                                                                      ['Asl']                                 
R-MMU-5173105   O-linked glycosylation                                                                                                   ['Adamts5', 'Adamts15']                 
GO:0006874      intracellular calcium ion homeostasis                                                                                    ['Nppc']                                
GO:0046329      negative regulation of JNK cascade                                                                                       ['Dact1']                               
GO:0009953      dorsal/ventral pattern formation                                                                                         ['Hhip', 'Lhx2']                        
GO:0001709      cell fate determination                                                                                                  ['Ebf2']                                
GO:0015279      store-operated calcium channel activity                                                                                  ['Orai3']                               
GO:0060041      retina development in camera-type eye                                                                                    ['Lhx2', 'Calb1']                       
GO:0003925      G protein activity                                                                                                       ['Rit2']                                
R-MMU-2559580   Oxidative Stress Induced Senescence                                                                                      ['Trp53']                               
GO:0060828      regulation of canonical Wnt signaling pathway                                                                            ['Dact1', 'Gskip']                      
GO:0007163      establishment or maintenance of cell polarity                                                                            ['Prickle1', 'Spint2']                  
GO:0000978      RNA polymerase II cis-regulatory region sequence-specific DNA binding                                                    ['Ebf2', 'Irx5', 'Fosb', 'Irx3', 'Lhx2', 'Irx1', 'Ebf3', 'Pou3f1', 'Pou3f4', 'Junb', 'Foxo1', 'Sox6', 'Hey1', 'Dach1', 'Npas4', 'Relb', 'Ar', 'Trp53', 'Maf', 'Egr1', 'Nr2f6', 'Zkscan16', 'Smad4', 'Pou2f1']
GO:0060931      sinoatrial node cell development                                                                                         ['Shox2']                               
GO:0002158      osteoclast proliferation                                                                                                 ['Junb']                                
R-MMU-1630316   Glycosaminoglycan metabolism                                                                                             ['Papss1', 'Pgs1']                      
GO:0032432      actin filament bundle                                                                                                    ['Pls3']                                
GO:0006061      sorbitol biosynthetic process                                                                                            ['Ar']                                  
R-MMU-2990846   SUMOylation                                                                                                              ['Ar']                                  
GO:0090263      positive regulation of canonical Wnt signaling pathway                                                                   ['Dact1', 'Gskip']                      
GO:0060070      canonical Wnt signaling pathway                                                                                          ['Dact1', 'Foxo1', 'Rapgef1']           
GO:0001570      vasculogenesis                                                                                                           ['Junb', 'Hey1', 'Egfl7']               
GO:0070402      NADPH binding                                                                                                            ['Kcnab1', 'Ar']                        
GO:0098982      GABA-ergic synapse                                                                                                       ['Calb1', 'Cck', 'Erbb4', 'Camk4', 'Gabra5']
GO:0005539      glycosaminoglycan binding                                                                                                ['Pgs1']                                
GO:0051928      positive regulation of calcium ion transport                                                                             ['Wfs1']                                
GO:0070243      regulation of thymocyte apoptotic process                                                                                ['Trp53']                               
GO:0015464      acetylcholine receptor activity                                                                                          ['Lypd1']                               
GO:0005137      interleukin-5 receptor binding                                                                                           ['Sdcbp']                               
GO:0003184      pulmonary valve morphogenesis                                                                                            ['Adamts5', 'Hey1']                     
GO:0030032      lamellipodium assembly                                                                                                   ['Ablim2']                              
GO:0004781      sulfate adenylyltransferase (ATP) activity                                                                               ['Papss1']                              
GO:0004371      glycerone kinase activity                                                                                                ['Tkfc']                                
GO:0003677      DNA binding                                                                                                              ['Barhl1', 'Ebf2', 'Irx5', 'Fosb', 'Irx3', 'Lhx2', 'Irx1', 'Ebf3', 'Pou3f1', 'Shox2', 'Pou3f4', 'Top1mt', 'Peg10', 'Palb2', 'Junb', 'Foxo1', 'Sox6', 'Rad18', 'Hey1', 'Dach1', 'Hmces', 'Npas4', 'Relb', 'Spty2d1', 'Cxxc5', 'Pole4', 'Rfxap', 'Ar', 'Trp53', 'Maf', 'Egr1', 'Zfp37', 'Rfc3', 'Nr2f6', 'Faap100', 'Smad4', 'Pou2f1']
GO:0045171      intercellular bridge                                                                                                     ['Mtus2']                               
GO:0007612      learning                                                                                                                 ['Npas4', 'Fgf13']                      
GO:0033687      osteoblast proliferation                                                                                                 ['Junb']                                
GO:0030335      positive regulation of cell migration                                                                                    ['Erbb4', 'Numb', 'Sdcbp']              
GO:0016567      protein ubiquitination                                                                                                   ['Rnf182', 'Fbxo2', 'Fbxl17', 'Hecw2', 'Trim3']
GO:0060333      type II interferon-mediated signaling pathway                                                                            ['Trp53']                               
GO:0090200      positive regulation of release of cytochrome c from mitochondria                                                         ['Trp53']                               
R-MMU-69473     G2/M DNA damage checkpoint                                                                                               ['Rmi1', 'Babam2', 'Trp53', 'Rfc3']     
R-MMU-975634    Retinoid metabolism and transport                                                                                        ['Ar']                                  
GO:0031110      regulation of microtubule polymerization or depolymerization                                                             ['Ebf3']                                
GO:0007005      mitochondrion organization                                                                                               ['Armcx3']                              
R-MMU-1614635   Sulfur amino acid metabolism                                                                                             ['Mpst']                                
GO:0030705      cytoskeleton-dependent intracellular transport                                                                           ['Prickle1', 'Map6']                    
GO:0006221      pyrimidine nucleotide biosynthetic process                                                                               ['Cdadc1']                              
GO:0045930      negative regulation of mitotic cell cycle                                                                                ['Trp53']                               
GO:0022008      neurogenesis                                                                                                             ['Lhx2', 'Erbb4', 'Fgf13']              
R-MMU-1793185   Chondroitin sulfate/dermatan sulfate metabolism                                                                          ['Pgs1']                                
GO:0043196      varicosity                                                                                                               ['Mgll']                                
GO:0031982      vesicle                                                                                                                  ['Itm2a', 'Ece1']                       
GO:0035025      positive regulation of Rho protein signal transduction                                                                   ['Rtn4r']                               
GO:0005741      mitochondrial outer membrane                                                                                             ['Asl', 'Armcx3']                       
GO:0007288      sperm axoneme assembly                                                                                                   ['Pgs1']                                
GO:0061624      fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate                                    ['Tkfc']                                
GO:0008507      sodium:iodide symporter activity                                                                                         ['Slc5a5']                              
GO:0042577      lipid phosphatase activity                                                                                               ['Plppr5']                              
GO:0010463      mesenchymal cell proliferation                                                                                           ['Shox2']                               
GO:0052650      NADP-retinol dehydrogenase activity                                                                                      ['Ar', 'Dhrs7']                         
R-MMU-556833    Metabolism of lipids                                                                                                     ['Acadl', 'Mgll', 'Ar', 'Mid1ip1', 'Osbp']
GO:0021957      corticospinal tract morphogenesis                                                                                        ['Bhlhe22']                             
GO:0042803      protein homodimerization activity                                                                                        ['Slc5a5', 'Mapk4', 'Mgll', 'Sox6', 'Erbb4', 'Syt10', 'Papss1', 'Dscaml1', 'Ece1', 'Mtus2', 'Cdadc1', 'Smad4']
GO:0098656      anion transmembrane transport                                                                                            ['Slc5a5']                              
GO:0004713      protein tyrosine kinase activity                                                                                         ['Erbb4']                               
GO:0015914      phospholipid transport                                                                                                   ['Osbp']                                
GO:0001568      blood vessel development                                                                                                 ['Foxo1', 'Hey1', 'Egfl7', 'Rapgef1']   
GO:0051861      glycolipid binding                                                                                                       ['Hspa2']                               
GO:0043548      phosphatidylinositol 3-kinase binding                                                                                    ['Dab1']                                
GO:0005622      intracellular anatomical structure                                                                                       ['Lhx2', 'Calb1', 'Pou3f4', 'Ar', 'Pgs1', 'Camkv']
GO:0032838      plasma membrane bounded cell projection cytoplasm                                                                        ['Ar']                                  
GO:0099634      postsynaptic specialization membrane                                                                                     ['Gabra5']                              
GO:0002063      chondrocyte development                                                                                                  ['Shox2']                               
GO:0007623      circadian rhythm                                                                                                         ['Prkg2', 'Trp53', 'Fbxl17']            
GO:0019800      peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan                                                        ['Pgs1']                                
GO:0031748      D1 dopamine receptor binding                                                                                             ['Dlg4']                                
GO:0019955      cytokine binding                                                                                                         ['Pgs1']                                
R-MMU-8853659   RET signaling                                                                                                            ['Gfra1', 'Dok4']                       
GO:0045905      positive regulation of translational termination                                                                         ['Eif5a2']                              
GO:0030297      transmembrane receptor protein tyrosine kinase activator activity                                                        ['Ar']                                  
GO:0030512      negative regulation of transforming growth factor beta receptor signaling pathway                                        ['Peg10', 'Trp53']                      
GO:0060080      inhibitory postsynaptic potential                                                                                        ['Npas4']                               
GO:0006189      'de novo' IMP biosynthetic process                                                                                       ['Asl']                                 
GO:0048704      embryonic skeletal system morphogenesis                                                                                  ['Dscaml1']                             
GO:0031410      cytoplasmic vesicle                                                                                                      ['Syt10', 'Wfs1', 'Numb', 'Map6', 'Sept8', 'Camkv']
GO:0030521      androgen receptor signaling pathway                                                                                      ['Ar']                                  
GO:0046627      negative regulation of insulin receptor signaling pathway                                                                ['Grb14']                               
GO:0034220      monoatomic ion transmembrane transport                                                                                   ['Gabra5']                              
R-MMU-373752    Netrin-1 signaling                                                                                                       ['Dscaml1']                             
R-MMU-176409    APC/C:Cdc20 mediated degradation of mitotic proteins                                                                     ['Pttg1']                               
R-MMU-162582    Signal Transduction                                                                                                      ['Pcp2', 'Vip', 'Hhip', 'Dact1', 'Sstr1', 'Kitl', 'Gng13', 'Cck', 'Arhgap6', 'Mapk4', 'Mgll', 'Gfra1', 'Prkg2', 'Foxo1', 'Sox6', 'Erbb4', 'Peak1', 'Camk4', 'Amigo2', 'Prickle1', 'Ar', 'Pde1b', 'Numb', 'Ece1', 'Spint2', 'Rapgef1', 'Ccp110', 'Armcx3', 'Smad4', 'Pou2f1', 'Rasgrp2', 'Dlg4']
GO:0036041      long-chain fatty acid binding                                                                                            ['Prr7']                                
GO:0030695      GTPase regulator activity                                                                                                ['Pcp2']                                
R-MMU-5632681   Ligand-receptor interactions                                                                                             ['Hhip']                                
GO:1901699      cellular response to nitrogen compound                                                                                   ['Lypd1']                               
GO:0071475      cellular hyperosmotic salinity response                                                                                  ['Ar']                                  
R-MMU-204005    COPII-mediated vesicle transport                                                                                         ['Ar']                                  
GO:0042826      histone deacetylase binding                                                                                              ['Gmnn', 'Dact1', 'Trp53']              
GO:0035567      non-canonical Wnt signaling pathway                                                                                      ['Dact1']                               
GO:0030424      axon                                                                                                                     ['Irx3', 'Calb1', 'Kcnab1', 'Cck', 'Mgll', 'Gfra1', 'Zfp804a', 'Dscaml1', 'Katnb1', 'Ar', 'Map6', 'Fgf13', 'Kcna6']
GO:0006983      ER overload response                                                                                                     ['Trp53']                               
GO:0006111      regulation of gluconeogenesis                                                                                            ['Foxo1']                               
GO:2000675      negative regulation of type B pancreatic cell apoptotic process                                                          ['Wfs1']                                
R-MMU-9711123   Cellular response to chemical stress                                                                                     ['Fbxl17']                              
GO:0003730      mRNA 3'-UTR binding                                                                                                      ['Trp53', 'Rbms3']                      
R-MMU-212436    Generic Transcription Pathway                                                                                            ['Foxo1', 'Rmi1', 'Ar', 'Trp53', 'Zfp37', 'Rfc3', 'Nr2f6', 'Zkscan16', 'Smad4']
GO:0044380      protein localization to cytoskeleton                                                                                     ['Ebf3']                                
GO:0060351      cartilage development involved in endochondral bone morphogenesis                                                        ['Shox2']                               
GO:0140374      antiviral innate immune response                                                                                         ['Pde12']                               
GO:0072061      inner medullary collecting duct development                                                                              ['Ar']                                  
R-MMU-174362    Transport and synthesis of PAPS                                                                                          ['Papss1']                              
GO:0072089      stem cell proliferation                                                                                                  ['Shox2', 'Trp53']                      
GO:0043204      perikaryon                                                                                                               ['Vip', 'Kcnab1', 'Asl', 'Cck']         
GO:0048681      negative regulation of axon regeneration                                                                                 ['Rtn4r']                               
GO:0008104      protein localization                                                                                                     ['Vip', 'Trp53', 'Armcx3']              
GO:0043203      axon hillock                                                                                                             ['Cck']                                 
GO:2000182      regulation of progesterone biosynthetic process                                                                          ['Egr1']                                
R-MMU-3371568   Attenuation phase                                                                                                        ['Hspa2']                               
GO:0032839      dendrite cytoplasm                                                                                                       ['Kcnab1', 'Dlg4']                      
GO:0043065      positive regulation of apoptotic process                                                                                 ['Cck', 'Foxo1', 'Katnb1', 'Trp53', 'Prr7', 'Tex261']
GO:0007270      neuron-neuron synaptic transmission                                                                                      ['Camk4']                               
GO:0005884      actin filament                                                                                                           ['Pdlim5', 'Mical2', 'Pls3']            
GO:0035563      positive regulation of chromatin binding                                                                                 ['Ebf2']                                
GO:0019882      antigen processing and presentation                                                                                      ['Relb']                                
GO:0070531      BRCA1-A complex                                                                                                          ['Babam2']                              
GO:0071333      cellular response to glucose stimulus                                                                                    ['Smad4']                               
GO:0001932      regulation of protein phosphorylation                                                                                    ['Rit2']                                
GO:1990403      embryonic brain development                                                                                              ['Prickle1', 'Prickle2']                
GO:2001256      regulation of store-operated calcium entry                                                                               ['Homer3']                              
GO:0001228      DNA-binding transcription activator activity, RNA polymerase II-specific                                                 ['Barhl1', 'Ebf2', 'Fosb', 'Irx3', 'Lhx2', 'Ebf3', 'Junb', 'Foxo1', 'Npas4', 'Relb', 'Rfxap', 'Ar', 'Trp53', 'Maf', 'Egr1', 'Smad4']
GO:0051649      establishment of localization in cell                                                                                    ['Nme5']                                
GO:0051298      centrosome duplication                                                                                                   ['Ccp110']                              
R-MMU-5688426   Deubiquitination                                                                                                         ['Babam2', 'Ar', 'Trp53', 'Ccp110', 'Smad4']
R-MMU-5625900   RHO GTPases activate CIT                                                                                                 ['Dlg4']                                
GO:0036128      CatSper complex                                                                                                          ['Hspa2']                               
R-MMU-5676590   NIK-->noncanonical NF-kB signaling                                                                                       ['Relb']                                
GO:0008217      regulation of blood pressure                                                                                             ['Ece1']                                
GO:0060272      embryonic skeletal joint morphogenesis                                                                                   ['Shox2']                               
GO:0019003      GDP binding                                                                                                              ['Rit2', 'Rapgef1', 'Rasgrp2']          
GO:0031812      P2Y1 nucleotide receptor binding                                                                                         ['Dlg4']                                
GO:0050804      modulation of chemical synaptic transmission                                                                             ['Camkv']                               
GO:0008757      S-adenosylmethionine-dependent methyltransferase activity                                                                ['Armt1']                               
GO:1900119      positive regulation of execution phase of apoptosis                                                                      ['Trp53']                               
R-MMU-112315    Transmission across Chemical Synapses                                                                                    ['Gng13', 'Camk4', 'Gabra5', 'Dlg4']    
GO:0045761      regulation of adenylate cyclase activity                                                                                 ['Vip']                                 
GO:0006351      transcription, DNA-templated                                                                                             ['Spty2d1', 'Pole4', 'Cdk17']           
GO:0010212      response to ionizing radiation                                                                                           ['Babam2']                              
GO:1990782      protein tyrosine kinase binding                                                                                          ['Prr7']                                
GO:0007219      Notch signaling pathway                                                                                                  ['Hey1']                                
R-MMU-2022923   Dermatan sulfate biosynthesis                                                                                            ['Pgs1']                                
GO:0006888      endoplasmic reticulum to Golgi vesicle-mediated transport                                                                ['Tex261']                              
GO:0005499      vitamin D binding                                                                                                        ['Calb1']                               
R-MMU-204626    Hypusine synthesis from eIF5A-lysine                                                                                     ['Eif5a2']                              
GO:0034394      protein localization to cell surface                                                                                     ['Pcp2']                                
GO:0099567      calcium ion binding involved in regulation of postsynaptic cytosolic calcium ion concentration                           ['Calb1']                               
R-MMU-1296071   Potassium Channels                                                                                                       ['Kcnab1', 'Gng13', 'Kcnq5', 'Kcna6']   
GO:0009336      sulfate adenylyltransferase complex (ATP)                                                                                ['Papss1']                              
GO:0071944      cell periphery                                                                                                           ['Dlg4']                                
R-MMU-8847993   ERBB2 Activates PTK6 Signaling                                                                                           ['Erbb4']                               
GO:0016627      oxidoreductase activity, acting on the CH-CH group of donors                                                             ['Acadl']                               
GO:0007099      centriole replication                                                                                                    ['Ccp110']                              
GO:0046579      positive regulation of Ras protein signal transduction                                                                   ['Kitl']                                
GO:0010976      positive regulation of neuron projection development                                                                     ['Rit2', 'Zfp804a', 'Katnb1', 'Rapgef1', 'Plppr5']
GO:0030219      megakaryocyte differentiation                                                                                            ['Maf']                                 
GO:0030670      phagocytic vesicle membrane                                                                                              ['Rapgef1']                             
GO:0032688      negative regulation of interferon-beta production                                                                        ['Relb']                                
GO:0009952      anterior/posterior pattern specification                                                                                 ['Hey1', 'Smad4']                       
GO:2000463      positive regulation of excitatory postsynaptic potential                                                                 ['Dlg4']                                
GO:0007015      actin filament organization                                                                                              ['Arhgap6', 'Fhod3']                    
GO:0035881      amacrine cell differentiation                                                                                            ['Bhlhe22']                             
R-MMU-418346    Platelet homeostasis                                                                                                     ['Gng13', 'Prkg2', 'Pde1b']             
GO:0044309      neuron spine                                                                                                             ['Dlg4']                                
GO:0030182      neuron differentiation                                                                                                   ['Irx5', 'Irx3', 'Lhx2', 'Irx1', 'Gfra1', 'Dab1']
GO:0048471      perinuclear region of cytoplasm                                                                                          ['Ebf3', 'Asl', 'Ar', 'Ece1', 'Map6', 'Prr7', 'Rapgef1', 'Dab1', 'Osbp']
GO:0031966      mitochondrial membrane                                                                                                   ['Acadl', 'Tmem14a']                    
GO:0140677      molecular function activator activity                                                                                    ['Nek7', 'Trp53', 'Pttg1']              
GO:0021889      olfactory bulb interneuron differentiation                                                                               ['Erbb4']                               
GO:0019953      sexual reproduction                                                                                                      ['Vip']                                 
GO:0061844      antimicrobial humoral immune response mediated by antimicrobial peptide                                                  ['Vip']                                 
GO:0051797      regulation of hair follicle development                                                                                  ['Smad4']                               
GO:0016779      nucleotidyltransferase activity                                                                                          ['Papss1']                              
GO:0097505      Rad6-Rad18 complex                                                                                                       ['Rad18']                               
GO:0008188      neuropeptide receptor activity                                                                                           ['Sstr1']                               
GO:0001666      response to hypoxia                                                                                                      ['Egr1', 'Ece1', 'Smad4']               
GO:0008237      metallopeptidase activity                                                                                                ['Adamts5', 'Mmp17', 'Adamts15', 'Ece1']
GO:0007595      lactation                                                                                                                ['Erbb4']                               
GO:0030327      prenylated protein catabolic process                                                                                     ['Pcyox1']                              
GO:0070740      tubulin-glutamic acid ligase activity                                                                                    ['Pgs1']                                
R-MMU-9006936   Signaling by TGFB family members                                                                                         ['Smad4']                               
GO:0019731      antibacterial humoral response                                                                                           ['Vip']                                 
GO:0010944      negative regulation of transcription by competitive promoter binding                                                     ['Dach1']                               
GO:0034613      cellular protein localization                                                                                            ['Tmsb15b1', 'Armcx3', 'Sept8']         
GO:0004115      3',5'-cyclic-AMP phosphodiesterase activity                                                                              ['Pde1b']                               
GO:0070063      RNA polymerase binding                                                                                                   ['Tfb2m']                               
GO:0006457      protein folding                                                                                                          ['Nppc']                                
GO:0042552      myelination                                                                                                              ['Pou3f1']                              
GO:0051865      protein autoubiquitination                                                                                               ['Rad18', 'Babam2']                     
R-MMU-71387     Metabolism of carbohydrates                                                                                              ['Papss1', 'Tkfc', 'Ar', 'Pgs1']        
GO:0048599      oocyte development                                                                                                       ['Nppc']                                
GO:0051539      4 iron, 4 sulfur cluster binding                                                                                         ['Cdk5rap1']                            
GO:0051015      actin filament binding                                                                                                   ['Pls3', 'Fhod3', 'Ablim2']             
GO:0030511      positive regulation of transforming growth factor beta receptor signaling pathway                                        ['Sdcbp', 'Smad4']                      
R-MMU-948021    Transport to the Golgi and subsequent modification                                                                       ['Ar']                                  
GO:2000112      regulation of cellular macromolecule biosynthetic process                                                                ['Necab3']                              
R-MMU-186763    Downstream signal transduction                                                                                           ['Rapgef1']                             
GO:0009123      nucleoside monophosphate metabolic process                                                                               ['Cdadc1']                              
GO:0070004      cysteine-type exopeptidase activity                                                                                      ['Scrn1']                               
GO:0030496      midbody                                                                                                                  ['Ebf3', 'Katnb1']                      
GO:1901588      dendritic microtubule                                                                                                    ['Zfp804a']                             
R-MMU-438066    Unblocking of NMDA receptors, glutamate binding and activation                                                           ['Dlg4']                                
GO:0060317      cardiac epithelial to mesenchymal transition                                                                             ['Hey1']                                
GO:1904411      positive regulation of secretory granule organization                                                                    ['Osbp']                                
GO:0008652      amino acid biosynthetic process                                                                                          ['Asl']                                 
R-MMU-70350     Fructose catabolism                                                                                                      ['Tkfc']                                
GO:0008305      integrin complex                                                                                                         ['Itga7']                               
R-MMU-1483249   Inositol phosphate metabolism                                                                                            ['Isyna1']                              
GO:0070652      HAUS complex                                                                                                             ['Haus3']                               
GO:0015631      tubulin binding                                                                                                          ['Pgs1']                                
R-MMU-112303    Electric Transmission Across Gap Junctions                                                                               ['Panx2']                               
R-MMU-211976    Endogenous sterols                                                                                                       ['Ar']                                  
GO:0072133      metanephric mesenchyme morphogenesis                                                                                     ['Smad4']                               
GO:0072134      nephrogenic mesenchyme morphogenesis                                                                                     ['Smad4']                               
GO:0031594      neuromuscular junction                                                                                                   ['Itga7', 'Erbb4', 'Pls3', 'Dlg4']      
GO:0007165      signal transduction                                                                                                      ['Hhip', 'Sstr1', 'Gng13', 'Arhgap6', 'Prkg2', 'Erbb4', 'Lypd1', 'Gpr135', 'Rit2', 'Camk4', 'Gabra5', 'Grb14', 'Pde1b', 'Plppr5', 'Olfm3']
GO:0030021      extracellular matrix structural constituent conferring compression resistance                                            ['Pgs1']                                
GO:0001934      positive regulation of protein phosphorylation                                                                           ['Hspa2', 'Fgf13', 'Sdcbp']             
GO:0034220      ion transmembrane transport                                                                                              ['Gabra5']                              
GO:0045944      positive regulation of transcription by RNA polymerase II                                                                ['Bhlhe22', 'Barhl1', 'Ebf2', 'Fosb', 'Irx3', 'Lhx2', 'Ebf3', 'Pou3f1', 'Junb', 'Foxo1', 'Sox6', 'Hey1', 'Npas4', 'Relb', 'Mical2', 'Rit2', 'Lmo3', 'Rfxap', 'Ar', 'Trp53', 'Maf', 'Egr1', 'Armcx3', 'Smad4', 'Pou2f1', 'Cys1', 'Ablim2']
GO:0021915      neural tube development                                                                                                  ['Dact1']                               
R-MMU-5578768   Physiological factors                                                                                                    ['Nppc']                                
R-MMU-8852405   Signaling by MST1                                                                                                        ['Spint2']                              
GO:0005215      transporter activity                                                                                                     ['Mfsd12']                              
R-MMU-425407    SLC-mediated transmembrane transport                                                                                     ['Slc5a5']                              
GO:0015276      ligand-gated ion channel activity                                                                                        ['Gabra5']                              
R-MMU-69278     Cell Cycle, Mitotic                                                                                                      ['Gmnn', 'Haus3', 'Pole4', 'Trp53', 'Rfc3', 'Pttg1', 'Ccp110']
GO:0006879      intracellular iron ion homeostasis                                                                                       ['Smad4']                               
GO:0005789      endoplasmic reticulum membrane                                                                                           ['Wfs1', 'Dhrs7', 'Necab3', 'Osbp', 'Tmem14a']
