Molecular/Biological/Cellular Ontology Terms: 

GO:0043565      sequence-specific DNA binding                                                                                            ['Prox1', 'Sox2', 'Zfp423', 'Mef2c', 'Nr2f1', 'Mef2a']
GO:0050773      regulation of dendrite development                                                                                       ['Kndc1', 'Cdkl5']                      
R-MMU-500792    GPCR ligand binding                                                                                                      ['Htr1b', 'Ssr2']                       
GO:0090201      negative regulation of release of cytochrome c from mitochondria                                                         ['Lmna']                                
GO:0006412      translation                                                                                                              ['Mrpl36']                              
R-MMU-1296072   Voltage gated Potassium channels                                                                                         ['Kcnq4', 'Kcnq3']                      
GO:0097503      sialylation                                                                                                              ['St6gal2']                             
GO:0072210      metanephric nephron development                                                                                          ['Wnt4']                                
R-MMU-71288     Creatine metabolism                                                                                                      ['Slc6a7']                              
GO:0042731      PH domain binding                                                                                                        ['Epb41l2']                             
GO:0000166      nucleotide binding                                                                                                       ['Prkch', 'Epha3', 'Ak5', 'Rab40b', 'Fign', 'Sgk1', 'Stk32c', 'Mast4', 'Nme6', 'Myo16', 'Mmab', 'Prkcg', 'Diras2', 'Stk32b', 'Rab15', 'Adcy1', 'Rasl10b', 'Atp2c1', 'Dck', 'Aacs', 'Pim3', 'Mapk3', 'Asns', 'Rab40c', 'Cdkl5', 'Pde10a']
GO:0051881      regulation of mitochondrial membrane potential                                                                           ['Ucp2']                                
GO:0051775      response to redox state                                                                                                  ['Fkbp1b']                              
GO:0060389      pathway-restricted SMAD protein phosphorylation                                                                          ['Tgfb2']                               
GO:0045471      response to ethanol                                                                                                      ['Htr1b', 'Aacs']                       
GO:1990401      embryonic lung development                                                                                               ['Pdgfa']                               
GO:2001224      positive regulation of neuron migration                                                                                  ['Nsmf']                                
GO:0004866      endopeptidase inhibitor activity                                                                                         ['Timp3']                               
GO:0048167      regulation of synaptic plasticity                                                                                        ['Vgf', 'Mef2c', 'Syngap1', 'Kcnq3']    
GO:0005518      collagen binding                                                                                                         ['Pdgfa']                               
GO:0008272      sulfate transport                                                                                                        ['Sat1']                                
GO:1903141      negative regulation of establishment of endothelial barrier                                                              ['Vegfa']                               
GO:0061337      cardiac conduction                                                                                                       ['Mef2a']                               
GO:0007166      cell surface receptor signaling pathway                                                                                  ['Fzd10', 'Plxna2']                     
GO:0048265      response to pain                                                                                                         ['Prkcg']                               
GO:0039706      co-receptor binding                                                                                                      ['Wnt9b']                               
GO:0007018      microtubule-based movement                                                                                               ['Dynlt3']                              
GO:0055074      calcium ion homeostasis                                                                                                  ['Tmtc2']                               
GO:0006487      protein N-linked glycosylation                                                                                           ['Mgat4a']                              
GO:0051091      positive regulation of DNA-binding transcription factor activity                                                         ['Fzd10', 'Rnf220']                     
R-MMU-6798695   Neutrophil degranulation                                                                                                 ['S100a11', 'Creg1', 'Gm2a', 'Hgsnat']  
GO:0035861      site of double-strand break                                                                                              ['Lmna']                                
GO:0005868      cytoplasmic dynein complex                                                                                               ['Dynlt3']                              
GO:0002244      hematopoietic progenitor cell differentiation                                                                            ['Kitl', 'Wdr7']                        
GO:0051240      positive regulation of multicellular organismal process                                                                  ['Vegfa']                               
GO:0042327      positive regulation of phosphorylation                                                                                   ['Vegfa']                               
GO:0032548      pyrimidine deoxyribonucleoside binding                                                                                   ['Dck']                                 
GO:0030551      cyclic nucleotide binding                                                                                                ['Fkbp1b']                              
GO:0007614      short-term memory                                                                                                        ['Brinp1']                              
GO:0060021      roof of mouth development                                                                                                ['Wnt9b', 'Mef2c']                      
GO:0089718      amino acid import across plasma membrane                                                                                 ['Slc7a8', 'Slc7a5']                    
R-MMU-114604    GPVI-mediated activation cascade                                                                                         ['Vav3']                                
GO:0021938      smoothened signaling pathway involved in regulation of cerebellar granule cell precursor cell proliferation              ['Zfp423']                              
GO:0005903      brush border                                                                                                             ['Coro2a']                              
GO:0098686      hippocampal mossy fiber to CA3 synapse                                                                                   ['Adcy1']                               
GO:0003714      transcription corepressor activity                                                                                       ['Wnt4', 'Tle1']                        
GO:0001952      regulation of cell-matrix adhesion                                                                                       ['Thy1']                                
GO:1904692      positive regulation of type B pancreatic cell proliferation                                                              ['Irs2']                                
GO:0099610      action potential initiation                                                                                              ['Kcnq3']                               
GO:0043569      negative regulation of insulin-like growth factor receptor signaling pathway                                             ['Atxn1']                               
GO:1990845      adaptive thermogenesis                                                                                                   ['Ucp2']                                
GO:0050873      brown fat cell differentiation                                                                                           ['Zfp423']                              
GO:0080019      alcohol-forming very long-chain fatty acyl-CoA reductase activity                                                        ['Far2']                                
GO:0071466      cellular response to xenobiotic stimulus                                                                                 ['Slc18a2', 'Htr1b', 'Mef2c', 'Kcnq3']  
GO:0006687      glycosphingolipid metabolic process                                                                                      ['B4galnt1']                            
GO:0031201      SNARE complex                                                                                                            ['Stx8']                                
GO:0099160      postsynaptic intermediate filament cytoskeleton                                                                          ['Nefh', 'Nefm']                        
GO:0005794      Golgi apparatus                                                                                                          ['Perp', 'Paqr8', 'Rab40b', 'Vgf', 'Rgs20', 'Hs3st1', 'Galnt17', 'Ift57', 'Sorcs2', 'Galnt9', 'Chst1', 'Hs6st1', 'Zdhhc2', 'Atp2c1', 'Trim3', 'Mgat4a', 'Chst2', 'Mapk3', 'Tmem87b', 'Rab40c', 'St6gal2', 'Extl3', 'Lztr1', 'Osbpl11', 'B4galnt1', 'Dram2']
GO:0006915      apoptotic process                                                                                                        ['Kitl', 'Perp', 'Dusp6', 'Ift57', 'Sgk1', 'Mef2c', 'Vegfa', 'Pim3', 'Mapk3', 'Aen', 'Dram2', 'Mef2a']
GO:0008157      protein phosphatase 1 binding                                                                                            ['Lmna']                                
GO:0042923      neuropeptide binding                                                                                                     ['Ssr2']                                
GO:0098837      postsynaptic recycling endosome                                                                                          ['Zdhhc2']                              
GO:0015908      fatty acid transport                                                                                                     ['Crabp2']                              
GO:0001517      N-acetylglucosamine 6-O-sulfotransferase activity                                                                        ['Chst1', 'Chst2']                      
GO:0048680      positive regulation of axon regeneration                                                                                 ['Fkbp1b']                              
GO:0005547      phosphatidylinositol-3,4,5-trisphosphate binding                                                                         ['Arap2']                               
GO:0007389      pattern specification process                                                                                            ['Ooep', 'Syngap1']                     
GO:1901700      response to oxygen-containing compound                                                                                   ['Edem3']                               
GO:2000649      regulation of sodium ion transmembrane transporter activity                                                              ['Rangrf']                              
GO:0005267      potassium channel activity                                                                                               ['Grik3', 'Kcnj6', 'Kcnq4', 'Kcnq3']    
GO:0031435      mitogen-activated protein kinase kinase kinase binding                                                                   ['Sash1', 'Dixdc1']                     
R-MMU-975138    TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation                                             ['Dusp6', 'Mapk3']                      
GO:0019705      protein-cysteine S-myristoyltransferase activity                                                                         ['Zdhhc2']                              
GO:0005272      sodium channel activity                                                                                                  ['Grik3']                               
R-MMU-975155    MyD88 dependent cascade initiated on endosome                                                                            ['Dusp6', 'Mapk3']                      
GO:0035521      monoubiquitinated histone deubiquitination                                                                               ['Tada3']                               
GO:0014068      positive regulation of phosphatidylinositol 3-kinase signaling                                                           ['Tgfb2', 'Vegfa', 'Pdgfa', 'Extl3']    
R-MMU-977443    GABA receptor activation                                                                                                 ['Kcnj6', 'Adcy1']                      
GO:0002116      semaphorin receptor complex                                                                                              ['Plxna2']                              
GO:0016922      nuclear receptor binding                                                                                                 ['Prox1', 'Nrbf2', 'Tada3']             
R-MMU-388396    GPCR downstream signalling                                                                                               ['Prkch', 'Htr1b', 'Rgs16', 'Rgs20', 'Prkcg', 'Vav3', 'Adcy1', 'Pde10a', 'Ssr2']
GO:0070668      positive regulation of mast cell proliferation                                                                           ['Kitl']                                
GO:1904948      midbrain dopaminergic neuron differentiation                                                                             ['Wnt9b']                               
R-MMU-4085001   Sialic acid metabolism                                                                                                   ['St6gal2']                             
GO:0030864      cortical actin cytoskeleton                                                                                              ['Wdr1']                                
GO:0060440      trachea formation                                                                                                        ['Mapk3']                               
GO:0044325      transmembrane transporter binding                                                                                        ['S100a10', 'Rangrf', 'Fkbp1b', 'Kcnq3']
GO:0042756      drinking behavior                                                                                                        ['Htr1b']                               
GO:0045725      positive regulation of glycogen biosynthetic process                                                                     ['Irs2']                                
GO:0060235      lens induction in camera-type eye                                                                                        ['Sox2']                                
R-MMU-9709957   Sensory Perception                                                                                                       ['Gpc1']                                
GO:0021904      dorsal/ventral neural tube patterning                                                                                    ['Rnf220']                              
GO:0051287      NAD binding                                                                                                              ['Me1']                                 
R-MMU-390666    Serotonin receptors                                                                                                      ['Htr1b']                               
GO:0019905      syntaxin binding                                                                                                         ['Stx8']                                
GO:0072332      intrinsic apoptotic signaling pathway by p53 class mediator                                                              ['Perp']                                
GO:0010512      negative regulation of phosphatidylinositol biosynthetic process                                                         ['Pdgfa']                               
GO:0000122      negative regulation of transcription by RNA polymerase II                                                                ['Prox1', 'Sox2', 'Mef2c', 'Vegfa', 'Nr2f1', 'Tle1', 'Atxn1', 'Nfil3', 'Jdp2', 'Smyd2', 'Mef2a']
GO:0030201      heparan sulfate proteoglycan metabolic process                                                                           ['Hs6st1']                              
GO:0006414      translational elongation                                                                                                 ['Trim3']                               
GO:0065003      protein-containing complex assembly                                                                                      ['Ooep', 'Kcnq3', 'Mapk3']              
GO:0015292      uniporter activity                                                                                                       ['Mcu']                                 
GO:0045892      negative regulation of transcription, DNA-templated                                                                      ['Zfp423']                              
GO:0003007      heart morphogenesis                                                                                                      ['Tgfb2', 'Vegfa']                      
GO:0098713      leucine import across plasma membrane                                                                                    ['Slc7a8', 'Slc7a5']                    
GO:0004477      methenyltetrahydrofolate cyclohydrolase activity                                                                         ['Mthfd2']                              
R-MMU-399956    CRMPs in Sema3A signaling                                                                                                ['Plxna2']                              
GO:0016229      steroid dehydrogenase activity                                                                                           ['Akr1c19']                             
GO:0048754      branching morphogenesis of an epithelial tube                                                                            ['Wnt9b', 'Wnt4', 'Mycn']               
R-MMU-6804757   Regulation of TP53 Degradation                                                                                           ['Sgk1']                                
GO:0004177      aminopeptidase activity                                                                                                  ['Xpnpep1']                             
GO:1900044      regulation of protein K63-linked ubiquitination                                                                          ['Sash1']                               
GO:0051893      regulation of focal adhesion assembly                                                                                    ['Epha3']                               
R-MMU-69231     Cyclin D associated events in G1                                                                                         ['Cks1b']                               
GO:0007190      activation of adenylate cyclase activity                                                                                 ['Gpr26', 'Adcy1']                      
GO:0051403      stress-activated MAPK cascade                                                                                            ['Mapk3']                               
GO:0007601      visual perception                                                                                                        ['Dram2']                               
GO:1901224      positive regulation of NIK/NF-kappaB signaling                                                                           ['Sash1']                               
GO:0008375      acetylglucosaminyltransferase activity                                                                                   ['Mgat4a']                              
GO:0030553      cGMP binding                                                                                                             ['Pde10a']                              
GO:0050771      negative regulation of axonogenesis                                                                                      ['Thy1', 'Syngap1']                     
GO:0003181      atrioventricular valve morphogenesis                                                                                     ['Tgfb2']                               
GO:0043129      surfactant homeostasis                                                                                                   ['Vegfa']                               
GO:0048146      positive regulation of fibroblast proliferation                                                                          ['Pdgfa']                               
GO:0071257      cellular response to electrical stimulus                                                                                 ['Nsmf']                                
R-MMU-193648    NRAGE signals death through JNK                                                                                          ['Vav3']                                
GO:0003149      membranous septum morphogenesis                                                                                          ['Fzd10', 'Tgfb2']                      
GO:0006355      regulation of transcription, DNA-templated                                                                               ['Sox2', 'Nfil3']                       
GO:0004721      phosphoprotein phosphatase activity                                                                                      ['Dusp6', 'Pptc7']                      
R-MMU-5693532   DNA Double-Strand Break Repair                                                                                           ['Kpna2']                               
GO:0045599      negative regulation of fat cell differentiation                                                                          ['Vegfa', 'Jdp2']                       
GO:2000657      negative regulation of apolipoprotein binding                                                                            ['Mapk3']                               
GO:0038191      neuropilin binding                                                                                                       ['Vegfa']                               
GO:0042998      positive regulation of Golgi to plasma membrane protein transport                                                        ['Atp2c1']                              
GO:0060129      thyroid-stimulating hormone-secreting cell differentiation                                                               ['Wnt4']                                
GO:0031175      neuron projection development                                                                                            ['Gdpd5']                               
GO:0019934      cGMP-mediated signaling                                                                                                  ['Pde10a']                              
GO:0070373      negative regulation of ERK1 and ERK2 cascade                                                                             ['Dusp6', 'Timp3']                      
GO:0072273      metanephric nephron morphogenesis                                                                                        ['Wnt4']                                
GO:0060838      lymphatic endothelial cell fate commitment                                                                               ['Prox1']                               
GO:0035793      positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway ['Pdgfa']                               
GO:0005506      iron ion binding                                                                                                         ['Cyp46a1']                             
GO:0099126      transforming growth factor beta complex                                                                                  ['Tgfb2']                               
GO:0014063      negative regulation of serotonin secretion                                                                               ['Htr1b']                               
GO:0019901      protein kinase binding                                                                                                   ['Nefh', 'Thy1', 'Irs2', 'Sash1', 'Syngap1', 'Kcnq3', 'Cks1b', 'Mef2a']
GO:0018105      peptidyl-serine phosphorylation                                                                                          ['Prkch', 'Sgk1', 'Stk32c', 'Mast4', 'Prkcg', 'Stk32b', 'Mapk3']
GO:0007155      cell adhesion                                                                                                            ['Kitl', 'Perp', 'Cntn6', 'Pkp4', 'Plxna2', 'Vcan', 'Zyx']
GO:0043117      positive regulation of vascular permeability                                                                             ['Vegfa']                               
GO:0045601      regulation of endothelial cell differentiation                                                                           ['Vegfa']                               
GO:0072574      hepatocyte proliferation                                                                                                 ['Prox1']                               
GO:0050870      positive regulation of T cell activation                                                                                 ['Thy1']                                
GO:0009790      embryo development                                                                                                       ['Ooep', 'Cks1b']                       
GO:0005173      stem cell factor receptor binding                                                                                        ['Kitl']                                
GO:0034198      cellular response to amino acid starvation                                                                               ['Prkch', 'Mapk3']                      
GO:0005525      GTP binding                                                                                                              ['Rangrf', 'Rab40b', 'Diras2', 'Vav3', 'Rab15', 'Rasl10b', 'Rab40c']
R-MMU-8980692   RHOA GTPase cycle                                                                                                        ['Vangl1', 'Arhgap26', 'Vav3', 'Arap2'] 
R-MMU-3000171   Non-integrin membrane-ECM interactions                                                                                   ['Pdgfa']                               
GO:0044294      dendritic growth cone                                                                                                    ['Cdkl5']                               
R-MMU-5576892   Phase 0 - rapid depolarisation                                                                                           ['Rangrf']                              
GO:0001664      G protein-coupled receptor binding                                                                                       ['Wnt9b', 'Wnt4', 'Homer2']             
R-MMU-71291     Metabolism of amino acids and derivatives                                                                                ['Slc6a7', 'Slc7a5', 'Asns', 'Sat1']    
GO:0043169      cation binding                                                                                                           ['Htr1b']                               
GO:0000253      3-keto sterol reductase activity                                                                                         ['Hsd17b7']                             
GO:0004550      nucleoside diphosphate kinase activity                                                                                   ['Ak5', 'Nme6']                         
GO:0071363      cellular response to growth factor stimulus                                                                              ['Mef2c', 'Vegfa']                      
GO:0008330      protein tyrosine/threonine phosphatase activity                                                                          ['Dusp6']                               
GO:0051045      negative regulation of membrane protein ectodomain proteolysis                                                           ['Timp3']                               
GO:0050885      neuromuscular process controlling balance                                                                                ['Gm2a']                                
GO:0008289      lipid binding                                                                                                            ['Crabp2', 'Paqr8', 'Osbpl11']          
GO:0044292      dendrite terminus                                                                                                        ['Ift57']                               
GO:0015175      neutral L-amino acid transmembrane transporter activity                                                                  ['Slc7a8', 'Slc7a5']                    
GO:0048306      calcium-dependent protein binding                                                                                        ['S100a10', 'S100a11', 'Nsmf']          
GO:0043409      negative regulation of MAPK cascade                                                                                      ['Dusp6']                               
GO:0090527      actin filament reorganization                                                                                            ['Mcu']                                 
GO:0035269      protein O-linked mannosylation                                                                                           ['Tmtc2']                               
GO:0015291      secondary active transmembrane transporter activity                                                                      ['Mcu']                                 
GO:0006357      regulation of transcription by RNA polymerase II                                                                         ['Prox1', 'Sox2', 'Zfp423', 'Vegfa', 'Tle1', 'Klf6', 'Jdp2', 'Hivep2', 'Nrbf2', 'Mycn', 'Tada3']
R-MMU-170660    Adenylate cyclase activating pathway                                                                                     ['Adcy1']                               
GO:0032729      positive regulation of type II interferon production                                                                     ['Carmil2', 'Slc7a5']                   
GO:0008227      G protein-coupled amine receptor activity                                                                                ['Htr1b']                               
GO:0098660      inorganic ion transmembrane transport                                                                                    ['Glra2']                               
GO:0043330      response to exogenous dsRNA                                                                                              ['Mapk3']                               
GO:0043405      regulation of MAP kinase activity                                                                                        ['Pdgfa']                               
GO:0044267      cellular protein metabolic process                                                                                       ['Timp3']                               
GO:0071395      cellular response to jasmonic acid stimulus                                                                              ['Akr1c19']                             
GO:0006629      lipid metabolic process                                                                                                  ['Cds1', 'Cyp46a1', 'Far2', 'Acot13', 'Gdpd5', 'Gm2a', 'Hsd17b7', 'Srd5a1', 'Aacs', 'B4galnt1', 'Lactb']
GO:0004252      serine-type endopeptidase activity                                                                                       ['Prep']                                
R-MMU-416482    G alpha (12/13) signalling events                                                                                        ['Vav3']                                
GO:1902476      chloride transmembrane transport                                                                                         ['Glra2']                               
GO:0007281      germ cell development                                                                                                    ['Kitl']                                
GO:0045892      negative regulation of DNA-templated transcription                                                                       ['Prox1', 'Zfp423', 'Wnt4', 'Tle1', 'Atxn1', 'Nfil3']
R-MMU-69242     S Phase                                                                                                                  ['Cks1b']                               
GO:0006974      DNA damage response                                                                                                      ['Sgk1', 'Vav3', 'Mapk3', 'Faap100', 'Aen']
GO:0070365      hepatocyte differentiation                                                                                               ['Prox1']                               
GO:0047631      ADP-ribose diphosphatase activity                                                                                        ['Nudt9']                               
GO:0002573      myeloid leukocyte differentiation                                                                                        ['Kitl']                                
GO:0098978      glutamatergic synapse                                                                                                    ['Grik3', 'Vgf', 'Slc6a7', 'Kpna2', 'Syngap1', 'Ntng1', 'Rgs7bp', 'Nsmf', 'Adcy1', 'Tpd52', 'Trim3', 'Homer2', 'Mapk3', 'Cdkl5']
GO:0010759      positive regulation of macrophage chemotaxis                                                                             ['Mapk3']                               
GO:0140613      P-type manganese transporter activity                                                                                    ['Atp2c1']                              
GO:1990683      DNA double-strand break attachment to nuclear envelope                                                                   ['Lmna']                                
R-MMU-211897    Cytochrome P450 - arranged by substrate type                                                                             ['Cyp46a1']                             
GO:0090575      RNA polymerase II transcription regulator complex                                                                        ['S100a10', 'Nfil3', 'Jdp2']            
GO:1904936      interneuron migration                                                                                                    ['Nr2f1']                               
R-MMU-167826    The fatty acid cycling model                                                                                             ['Ucp2']                                
GO:1902513      regulation of organelle transport along microtubule                                                                      ['Nefh']                                
GO:1903078      positive regulation of protein localization to plasma membrane                                                           ['Epha3', 'Rangrf']                     
R-MMU-5673001   RAF/MAP kinase cascade                                                                                                   ['Kitl', 'Dusp6', 'Irs2', 'Pdgfa', 'Syngap1', 'Mapk3']
GO:0046619      lens placode formation involved in camera-type eye formation                                                             ['Prox1']                               
GO:0005778      peroxisomal membrane                                                                                                     ['Far2', 'Pex2']                        
GO:0008134      transcription factor binding                                                                                             ['Creg1']                               
GO:0071374      cellular response to parathyroid hormone stimulus                                                                        ['Mef2c']                               
GO:0002039      p53 binding                                                                                                              ['Smyd2']                               
GO:1904426      positive regulation of GTP binding                                                                                       ['Tgfb2']                               
GO:0097156      fasciculation of motor neuron axon                                                                                       ['Epha3']                               
GO:0005102      signaling receptor binding                                                                                               ['Wnt9b', 'Tgfb2', 'Rtn4rl1', 'Nefm', 'Fkbp1b', 'Irs2', 'Wnt4']
GO:0044281      small molecule metabolic process                                                                                         ['Mthfd2']                              
GO:0018146      keratan sulfate biosynthetic process                                                                                     ['Chst1']                               
GO:0097191      extrinsic apoptotic signaling pathway                                                                                    ['Tgfb2']                               
R-MMU-3371453   Regulation of HSF1-mediated heat shock response                                                                          ['Mapk3']                               
GO:2000225      negative regulation of testosterone biosynthetic process                                                                 ['Wnt4']                                
GO:0098700      neurotransmitter loading into synaptic vesicle                                                                           ['Slc18a2']                             
R-MMU-1430728   Metabolism                                                                                                               ['Cpne7', 'Cds1', 'Ak5', 'Ucp2', 'Hs3st1', 'Cyp46a1', 'Far2', 'Mthfd2', 'Acot13', 'Slc6a7', 'Chst1', 'Mmab', 'Hs6st1', 'Vcan', 'Atic', 'Slc7a5', 'Gm2a', 'Hsd17b7', 'Srd5a1', 'Dck', 'Aacs', 'Chst2', 'Asns', 'Eci2', 'Sat1', 'Gsr', 'Hgsnat', 'Me1', 'Nudt9', 'B4galnt1', 'Gpc1']
GO:0010881      regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion                         ['Fkbp1b']                              
GO:0015035      protein-disulfide reductase activity                                                                                     ['Gsr']                                 
GO:0033077      T cell differentiation in thymus                                                                                         ['Wnt4']                                
R-MMU-168249    Innate Immune System                                                                                                     ['S100a11', 'Dusp6', 'Creg1', 'Vav3', 'Gm2a', 'Mapk3', 'Hgsnat']
GO:0004879      nuclear receptor activity                                                                                                ['Nr2f1']                               
GO:0006509      membrane protein ectodomain proteolysis                                                                                  ['Timp3']                               
R-MMU-6811558   PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling                                                                          ['Kitl', 'Irs2', 'Pdgfa', 'Mapk3']      
GO:0019722      calcium-mediated signaling                                                                                               ['Fkbp1b', 'Mcu']                       
GO:0007635      chemosensory behavior                                                                                                    ['Prkcg']                               
GO:0043542      endothelial cell migration                                                                                               ['Vegfa']                               
R-MMU-9716542   Signaling by Rho GTPases, Miro GTPases and RHOBTB3                                                                       ['Vangl1', 'Arhgap26', 'Cpne8', 'Pkp4', 'Vav3', 'Arap2', 'Mapk3', 'Osbpl11']
R-MMU-9640463   Wax biosynthesis                                                                                                         ['Far2']                                
GO:0016560      protein import into peroxisome matrix, docking                                                                           ['Pex2']                                
GO:0070507      regulation of microtubule cytoskeleton organization                                                                      ['Epha3', 'Dixdc1']                     
GO:0006865      amino acid transport                                                                                                     ['Slc7a8', 'Slc6a7', 'Slc7a5']          
GO:0031625      ubiquitin protein ligase binding                                                                                         ['Kcnq3', 'Stx8', 'Dnajb2']             
GO:0070161      anchoring junction                                                                                                       ['Synpo2', 'Nexn', 'Perp', 'Arhgap26', 'Epb41l4b', 'Pkp4', 'Plekha7', 'Zyx', 'Tmem47', 'Wdr1', 'Usp53', 'Mapk3', 'Dixdc1']
GO:0008066      glutamate receptor activity                                                                                              ['Grik3']                               
GO:0061673      mitotic spindle astral microtubule                                                                                       ['Dynlt3']                              
GO:0036064      ciliary basal body                                                                                                       ['Ift57', 'Cdkl5']                      
GO:0003835      beta-galactoside alpha-2,6-sialyltransferase activity                                                                    ['St6gal2']                             
GO:0071819      DUBm complex                                                                                                             ['Tada3']                               
GO:0045121      membrane raft                                                                                                            ['S100a10', 'Thy1', 'Gpc1']             
GO:0099524      postsynaptic cytosol                                                                                                     ['Prkcg']                               
GO:0030166      proteoglycan biosynthetic process                                                                                        ['Hs6st1']                              
