Molecular/Biological/Cellular Ontology Terms: 

GO:0043565      sequence-specific DNA binding                                                                                            ['Pou3f1', 'Sox6', 'Junb', 'Fos', 'Rorb', 'Klf4', 'Lef1', 'Sp5', 'Bcl11b', 'Pou3f4']
GO:0030424      axon                                                                                                                     ['Mgll', 'Dscaml1', 'Gfra1', 'Nog', 'Kcnab1', 'Irx3', 'Grm7', 'Ptprz1']
GO:0120222      regulation of blastocyst development                                                                                     ['Klf4']                                
GO:0005521      lamin binding                                                                                                            ['Syne1']                               
GO:2000675      negative regulation of type B pancreatic cell apoptotic process                                                          ['Wfs1']                                
R-MMU-212436    Generic Transcription Pathway                                                                                            ['Rorb', 'Lef1']                        
GO:0060351      cartilage development involved in endochondral bone morphogenesis                                                        ['Sik3']                                
R-MMU-174362    Transport and synthesis of PAPS                                                                                          ['Papss1']                              
GO:0043204      perikaryon                                                                                                               ['Kcnab1', 'Cacna1h', 'Pam']            
GO:0031077      post-embryonic camera-type eye development                                                                               ['Klf4', 'Bcl11b']                      
GO:0008104      protein localization                                                                                                     ['Prrt1']                               
GO:0032839      dendrite cytoplasm                                                                                                       ['Kcnab1']                              
GO:0032279      asymmetric synapse                                                                                                       ['Grm7']                                
GO:0043065      positive regulation of apoptotic process                                                                                 ['Dusp1']                               
GO:0005884      actin filament                                                                                                           ['Myo1b']                               
GO:0035563      positive regulation of chromatin binding                                                                                 ['Ebf2']                                
GO:0045955      negative regulation of calcium ion-dependent exocytosis                                                                  ['Adra2a']                              
R-MMU-75064     mRNA Editing: A to I Conversion                                                                                          ['Adarb1']                              
GO:0001228      DNA-binding transcription activator activity, RNA polymerase II-specific                                                 ['Barhl1', 'Ebf2', 'Junb', 'Fos', 'Irx3', 'Rorb', 'Klf4', 'Lef1', 'Bcl11b']
GO:0060272      embryonic skeletal joint morphogenesis                                                                                   ['Nog']                                 
GO:0019003      GDP binding                                                                                                              ['Dock10']                              
GO:0008757      S-adenosylmethionine-dependent methyltransferase activity                                                                ['Prmt8']                               
GO:0042060      wound healing                                                                                                            ['Nog']                                 
R-MMU-112315    Transmission across Chemical Synapses                                                                                    ['Gabra4', 'Gabra5']                    
GO:0045761      regulation of adenylate cyclase activity                                                                                 ['Adra2a']                              
R-MMU-390696    Adrenoceptors                                                                                                            ['Adra2a']                              
GO:0034394      protein localization to cell surface                                                                                     ['Prrt1']                               
R-MMU-1296071   Potassium Channels                                                                                                       ['Kcnab1']                              
GO:0009336      sulfate adenylyltransferase complex (ATP)                                                                                ['Papss1']                              
R-MMU-449836    Other interleukin signaling                                                                                              ['Ptprz1']                              
GO:0071944      cell periphery                                                                                                           ['Myo1b']                               
GO:0016627      oxidoreductase activity, acting on the CH-CH group of donors                                                             ['Acadl']                               
GO:0046579      positive regulation of Ras protein signal transduction                                                                   ['Kitl']                                
GO:0016279      protein-lysine N-methyltransferase activity                                                                              ['Eef2kmt']                             
GO:0010976      positive regulation of neuron projection development                                                                     ['Ptprz1']                              
GO:0007274      neuromuscular synaptic transmission                                                                                      ['Adarb1']                              
GO:1901214      regulation of neuron death                                                                                               ['Grm7']                                
GO:0007015      actin filament organization                                                                                              ['Myo1b', 'Fhod3']                      
GO:0035881      amacrine cell differentiation                                                                                            ['Rorb']                                
GO:0030182      neuron differentiation                                                                                                   ['Irx5', 'Gfra1', 'Irx3']               
GO:0048471      perinuclear region of cytoplasm                                                                                          ['Vldlr', 'Sept2', 'Pam', 'Myo1b']      
GO:0097712      vesicle targeting, trans-Golgi to periciliary membrane compartment                                                       ['Sept2']                               
R-MMU-8866427   VLDLR internalisation and degradation                                                                                    ['Vldlr']                               
GO:0031966      mitochondrial membrane                                                                                                   ['Acadl']                               
GO:0016779      nucleotidyltransferase activity                                                                                          ['Papss1']                              
GO:0071168      protein localization to chromatin                                                                                        ['Lef1']                                
GO:0045987      positive regulation of smooth muscle contraction                                                                         ['Npnt']                                
GO:0007097      nuclear migration                                                                                                        ['Syne1']                               
R-MMU-9006936   Signaling by TGFB family members                                                                                         ['Nog']                                 
GO:0042552      myelination                                                                                                              ['Pou3f1']                              
R-MMU-71387     Metabolism of carbohydrates                                                                                              ['Papss1']                              
GO:0051015      actin filament binding                                                                                                   ['Myo1b', 'Fhod3', 'Syne1']             
GO:0030511      positive regulation of transforming growth factor beta receptor signaling pathway                                        ['Npnt']                                
R-MMU-948021    Transport to the Golgi and subsequent modification                                                                       ['Mgat4c']                              
GO:0030496      midbody                                                                                                                  ['Ttc28', 'Sept2']                      
GO:0061436      establishment of skin barrier                                                                                            ['Klf4']                                
GO:0035701      hematopoietic stem cell migration                                                                                        ['Bcl11b']                              
R-MMU-2454202   Fc epsilon receptor (FCERI) signaling                                                                                    ['Fos']                                 
GO:0007165      signal transduction                                                                                                      ['Hhip', 'Adra2a', 'Gabra4', 'Igfbpl1', 'Lypd1', 'Gabra5', 'Grm7']
GO:0016553      base conversion or substitution editing                                                                                  ['Adarb1']                              
GO:0034220      ion transmembrane transport                                                                                              ['Gabra4', 'Gabra5']                    
GO:0045944      positive regulation of transcription by RNA polymerase II                                                                ['Barhl1', 'Ebf2', 'Pou3f1', 'Nog', 'Sox6', 'Npnt', 'Junb', 'Fos', 'Irx3', 'Rorb', 'Klf4', 'Lef1', 'Bcl11b']
GO:0060349      bone morphogenesis                                                                                                       ['Sp5']                                 
GO:0021915      neural tube development                                                                                                  ['Nog']                                 
GO:0005215      transporter activity                                                                                                     ['Mfsd12']                              
GO:0015276      ligand-gated ion channel activity                                                                                        ['Gabra4', 'Gabra5']                    
GO:0034651      cortisol biosynthetic process                                                                                            ['Cacna1h']                             
GO:0005789      endoplasmic reticulum membrane                                                                                           ['Wfs1']                                
GO:0070242      thymocyte apoptotic process                                                                                              ['Bcl11b']                              
GO:0007216      G protein-coupled glutamate receptor signaling pathway                                                                   ['Grm7']                                
GO:0071866      negative regulation of apoptotic process in bone marrow cell                                                             ['Lef1']                                
GO:0035268      protein mannosylation                                                                                                    ['Dpy19l1']                             
GO:0009887      animal organ morphogenesis                                                                                               ['Hhip']                                
GO:0001839      neural plate morphogenesis                                                                                               ['Nog']                                 
GO:0050773      regulation of dendrite development                                                                                       ['Hecw2']                               
R-MMU-500792    GPCR ligand binding                                                                                                      ['Adra2a', 'Grm7']                      
GO:0006412      translation                                                                                                              ['Fars2', 'Srbd1']                      
R-MMU-3772470   Negative regulation of TCF-dependent signaling by WNT ligand antagonists                                                 ['Dkk2']                                
R-MMU-1296072   Voltage gated Potassium channels                                                                                         ['Kcnab1']                              
GO:0033130      acetylcholine receptor binding                                                                                           ['Lypd1']                               
GO:0000166      nucleotide binding                                                                                                       ['Bves', 'Fars2', 'Sept2', 'Papss1', 'Sik3', 'Myo1b']
GO:2001224      positive regulation of neuron migration                                                                                  ['Ptprz1']                              
GO:0016342      catenin complex                                                                                                          ['Cdh7']                                
GO:0039706      co-receptor binding                                                                                                      ['Dkk2', 'Dkk3']                        
GO:0055074      calcium ion homeostasis                                                                                                  ['Wfs1']                                
GO:0006487      protein N-linked glycosylation                                                                                           ['Mgat4c']                              
GO:0030545      signaling receptor regulator activity                                                                                    ['Dkk2', 'Dkk3', 'Prrt1']               
GO:0002244      hematopoietic progenitor cell differentiation                                                                            ['Kitl', 'Bves', 'Ptprz1']              
GO:0051240      positive regulation of multicellular organismal process                                                                  ['Sox6']                                
GO:0007614      short-term memory                                                                                                        ['Grm7']                                
GO:0005903      brush border                                                                                                             ['Myo1b']                               
GO:0003714      transcription corepressor activity                                                                                       ['Zfp653']                              
GO:0005771      multivesicular body                                                                                                      ['Sp5']                                 
GO:0000103      sulfate assimilation                                                                                                     ['Papss1']                              
GO:0050873      brown fat cell differentiation                                                                                           ['Ebf2']                                
GO:0005794      Golgi apparatus                                                                                                          ['Itm2a', 'Gfra1', 'Col26a1', 'Mgat4c', 'Syne1']
GO:0005030      neurotrophin receptor activity                                                                                           ['Gfra1']                               
GO:0006915      apoptotic process                                                                                                        ['Kitl', 'Bcl11b']                      
GO:2000313      regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation ['Nog']                                 
GO:0005547      phosphatidylinositol-3,4,5-trisphosphate binding                                                                         ['Myo1b']                               
GO:0007389      pattern specification process                                                                                            ['Nog']                                 
GO:2000649      regulation of sodium ion transmembrane transporter activity                                                              ['Hecw2']                               
GO:1903861      positive regulation of dendrite extension                                                                                ['Cpne9']                               
GO:0005267      potassium channel activity                                                                                               ['Kcnab1']                              
GO:0004000      adenosine deaminase activity                                                                                             ['Adarb1']                              
R-MMU-975138    TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation                                             ['Fos']                                 
GO:2000741      positive regulation of mesenchymal stem cell differentiation                                                             ['Sox6']                                
R-MMU-975155    MyD88 dependent cascade initiated on endosome                                                                            ['Fos']                                 
GO:0005272      sodium channel activity                                                                                                  ['Cacna1h']                             
R-MMU-977443    GABA receptor activation                                                                                                 ['Gabra4', 'Gabra5']                    
GO:0021766      hippocampus development                                                                                                  ['Lef1']                                
R-MMU-388396    GPCR downstream signalling                                                                                               ['Mgll', 'Adra2a', 'Grm7']              
GO:0070668      positive regulation of mast cell proliferation                                                                           ['Kitl']                                
GO:0097535      lymphoid lineage cell migration into thymus                                                                              ['Bcl11b']                              
GO:0071881      adenylate cyclase-inhibiting adrenergic receptor signaling pathway                                                       ['Adra2a']                              
GO:0044325      transmembrane transporter binding                                                                                        ['Kcnab1']                              
GO:0009268      response to pH                                                                                                           ['Pam']                                 
R-MMU-1474290   Collagen formation                                                                                                       ['Col26a1']                             
GO:0038026      reelin-mediated signaling pathway                                                                                        ['Vldlr']                               
GO:0000122      negative regulation of transcription by RNA polymerase II                                                                ['Pou3f1', 'Nog', 'Sox6', 'Irx3', 'Klf4', 'Lef1', 'Sp5', 'Wfs1']
GO:0006414      translational elongation                                                                                                 ['Fars2', 'Srbd1']                      
GO:0014067      negative regulation of phosphatidylinositol 3-kinase signaling                                                           ['Klf4']                                
GO:0000145      exocyst                                                                                                                  ['Sept2']                               
GO:0048709      oligodendrocyte differentiation                                                                                          ['Sox6', 'Ptprz1']                      
GO:0070412      R-SMAD binding                                                                                                           ['Fos']                                 
GO:0007190      activation of adenylate cyclase activity                                                                                 ['Adra2a']                              
GO:0051403      stress-activated MAPK cascade                                                                                            ['Dusp1']                               
GO:0021983      pituitary gland development                                                                                              ['Nog']                                 
GO:0097208      alveolar lamellar body                                                                                                   ['Sp5']                                 
GO:0007601      visual perception                                                                                                        ['Irx5', 'Rorb', 'Wfs1']                
GO:0008375      acetylglucosaminyltransferase activity                                                                                   ['Mgat4c']                              
GO:0048146      positive regulation of fibroblast proliferation                                                                          ['Ptprz1']                              
GO:0042438      melanin biosynthetic process                                                                                             ['Mfsd12']                              
GO:0140098      catalytic activity, acting on RNA                                                                                        ['Fars2']                               
GO:0033539      fatty acid beta-oxidation using acyl-CoA dehydrogenase                                                                   ['Acadl']                               
GO:0003149      membranous septum morphogenesis                                                                                          ['Nog']                                 
GO:0038025      reelin receptor activity                                                                                                 ['Vldlr']                               
GO:0004721      phosphoprotein phosphatase activity                                                                                      ['Dusp1', 'Ptprz1']                     
GO:0031175      neuron projection development                                                                                            ['Cntn3', 'Gfra1', 'Sept2']             
GO:0070373      negative regulation of ERK1 and ERK2 cascade                                                                             ['Klf4', 'Dusp1']                       
GO:0001519      peptide amidation                                                                                                        ['Pam']                                 
GO:1903598      positive regulation of gap junction assembly                                                                             ['Irx3']                                
GO:0019901      protein kinase binding                                                                                                   ['Adra2a', 'Pam']                       
GO:0007155      cell adhesion                                                                                                            ['Kitl', 'Bves', 'Dscaml1', 'Cdh7', 'Cntn3', 'Npnt', 'Spon1', 'Ajap1']
GO:0030485      smooth muscle contractile fiber                                                                                          ['Npnt']                                
GO:0140444      cytoskeleton-nuclear membrane anchor activity                                                                            ['Syne1']                               
GO:0005173      stem cell factor receptor binding                                                                                        ['Kitl']                                
GO:0032088      negative regulation of NF-kappaB transcription factor activity                                                           ['Klf4']                                
GO:0005525      GTP binding                                                                                                              ['Dock10', 'Sept2']                     
GO:2000726      negative regulation of cardiac muscle cell differentiation                                                               ['Sox6']                                
GO:0071363      cellular response to growth factor stimulus                                                                              ['Klf4']                                
GO:0048021      regulation of melanin biosynthetic process                                                                               ['Mfsd12']                              
GO:0008330      protein tyrosine/threonine phosphatase activity                                                                          ['Dusp1']                               
GO:0048306      calcium-dependent protein binding                                                                                        ['Vldlr', 'Wfs1', 'Grm7']               
GO:0043409      negative regulation of MAPK cascade                                                                                      ['Dusp1']                               
GO:0006357      regulation of transcription by RNA polymerase II                                                                         ['Barhl1', 'Ebf2', 'Pou3f1', 'Irx5', 'Sox6', 'Junb', 'Fos', 'Irx3', 'Rorb', 'Klf4', 'Lef1', 'Sp5', 'Pou3f4', 'Pam', 'Zfp653']
GO:0043330      response to exogenous dsRNA                                                                                              ['Rftn1']                               
GO:0006629      lipid metabolic process                                                                                                  ['Mgll', 'Acadl', 'Vldlr', 'Pam']       
GO:1902476      chloride transmembrane transport                                                                                         ['Gabra4', 'Gabra5']                    
GO:0007281      germ cell development                                                                                                    ['Kitl']                                
GO:0070905      serine binding                                                                                                           ['Grm7']                                
GO:0045892      negative regulation of DNA-templated transcription                                                                       ['Pou3f1', 'Dkk3', 'Sox6', 'Rorb', 'Klf4', 'Lef1']
GO:1901844      regulation of cell communication by electrical coupling involved in cardiac conduction                                   ['Irx3']                                
GO:0002573      myeloid leukocyte differentiation                                                                                        ['Kitl']                                
GO:0098978      glutamatergic synapse                                                                                                    ['Adra2a', 'Nptx2', 'Cacna1h', 'Dock10', 'Prrt1', 'Grm7', 'Ptprz1']
GO:0090575      RNA polymerase II transcription regulator complex                                                                        ['Junb', 'Fos', 'Lef1']                 
R-MMU-5673001   RAF/MAP kinase cascade                                                                                                   ['Kitl', 'Gfra1', 'Dusp1']              
GO:0008134      transcription factor binding                                                                                             ['Junb', 'Lef1']                        
GO:0014050      negative regulation of glutamate secretion                                                                               ['Grm7']                                
GO:0042985      negative regulation of amyloid precursor protein biosynthetic process                                                    ['Itm2a']                               
GO:0005102      signaling receptor binding                                                                                               ['Dkk2', 'Dkk3']                        
R-MMU-1430728   Metabolism                                                                                                               ['Mgll', 'Adra2a', 'Acadl', 'Papss1']   
GO:0033077      T cell differentiation in thymus                                                                                         ['Bcl11b']                              
GO:0010811      positive regulation of cell-substrate adhesion                                                                           ['Col26a1', 'Npnt']                     
R-MMU-168249    Innate Immune System                                                                                                     ['Fos']                                 
GO:0004879      nuclear receptor activity                                                                                                ['Rorb']                                
R-MMU-6811558   PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling                                                                          ['Kitl']                                
R-MMU-9716542   Signaling by Rho GTPases, Miro GTPases and RHOBTB3                                                                       ['Dock10']                              
GO:0006865      amino acid transport                                                                                                     ['Mfsd12']                              
GO:0045070      positive regulation of viral genome replication                                                                          ['Adarb1']                              
GO:0031625      ubiquitin protein ligase binding                                                                                         ['Wfs1']                                
GO:0014016      neuroblast differentiation                                                                                               ['Fam19a1']                             
GO:0043368      positive T cell selection                                                                                                ['Bcl11b']                              
GO:0098846      podocyte foot                                                                                                            ['Thsd7a']                              
GO:0070161      anchoring junction                                                                                                       ['Bves', 'Hmcn1', 'Ajap1']              
GO:0008066      glutamate receptor activity                                                                                              ['Grm7']                                
GO:0045121      membrane raft                                                                                                            ['Rftn1']                               
GO:1904888      cranial skeletal system development                                                                                      ['Nog']                                 
R-MMU-77285     Beta oxidation of myristoyl-CoA to lauroyl-CoA                                                                           ['Acadl']                               
GO:0007169      transmembrane receptor protein tyrosine kinase signaling pathway                                                         ['Gfra1', 'Dok4']                       
GO:0003151      outflow tract morphogenesis                                                                                              ['Nog']                                 
GO:0043154      negative regulation of cysteine-type endopeptidase activity involved in apoptotic process                                ['Klf4']                                
GO:0051216      cartilage development                                                                                                    ['Nog', 'Sox6']                         
GO:0051056      regulation of small GTPase mediated signal transduction                                                                  ['Rap1gap2']                            
GO:0030198      extracellular matrix organization                                                                                        ['Npnt']                                
GO:0048730      epidermis morphogenesis                                                                                                  ['Klf4']                                
GO:0031490      chromatin DNA binding                                                                                                    ['Klf4']                                
GO:0002040      sprouting angiogenesis                                                                                                   ['Lef1']                                
GO:0007611      learning or memory                                                                                                       ['Kcnab1', 'Prrt1', 'Ptprz1']           
GO:0001755      neural crest cell migration                                                                                              ['Kitl']                                
GO:0007283      spermatogenesis                                                                                                          ['Sept2', 'Syne1']                      
GO:0032714      negative regulation of interleukin-5 production                                                                          ['Lef1']                                
R-MMU-8953854   Metabolism of RNA                                                                                                        ['Adarb1']                              
GO:0008076      voltage-gated potassium channel complex                                                                                  ['Kcnab1']                              
GO:0010855      adenylate cyclase inhibitor activity                                                                                     ['Grm7']                                
GO:0043588      skin development                                                                                                         ['Bcl11b']                              
GO:0060221      retinal rod cell differentiation                                                                                         ['Rorb']                                
GO:0097195      pilomotor reflex                                                                                                         ['Npnt']                                
GO:0042752      regulation of circadian rhythm                                                                                           ['Rorb']                                
GO:2001234      negative regulation of apoptotic signaling pathway                                                                       ['Nog']                                 
GO:0016192      vesicle-mediated transport                                                                                               ['Bves']                                
GO:0021879      forebrain neuron differentiation                                                                                         ['Pou3f4']                              
R-MMU-8878159   Transcriptional regulation by RUNX3                                                                                      ['Lef1']                                
GO:0045773      positive regulation of axon extension                                                                                    ['Islr2']                               
GO:0045177      apical part of cell                                                                                                      ['Vldlr', 'Myo1b']                      
GO:0043474      pigment metabolic process involved in pigmentation                                                                       ['Mfsd12']                              
GO:0048787      presynaptic active zone membrane                                                                                         ['Adra2a', 'Cacna1h', 'Grm7']           
GO:0055085      transmembrane transport                                                                                                  ['Kcnab1', 'Cacna1h']                   
GO:0001525      angiogenesis                                                                                                             ['Thsd7a']                              
GO:0035735      intraciliary transport involved in cilium assembly                                                                       ['Sept2']                               
GO:0042593      glucose homeostasis                                                                                                      ['Adra2a', 'Wfs1']                      
GO:0043473      pigmentation                                                                                                             ['Mfsd12']                              
GO:0015629      actin cytoskeleton                                                                                                       ['Sept2', 'Myo1b']                      
R-MMU-4641265   Repression of WNT target genes                                                                                           ['Lef1']                                
GO:0043209      myelin sheath                                                                                                            ['Sept2']                               
R-MMU-983231    Factors involved in megakaryocyte development and platelet production                                                    ['Dock10']                              
GO:0051090      regulation of DNA-binding transcription factor activity                                                                  ['Sox6']                                
GO:0043235      receptor complex                                                                                                         ['Adra2a', 'Gfra1', 'Gabra4', 'Kctd12', 'Vldlr', 'Gabra5', 'Grm7']
GO:0060302      negative regulation of cytokine activity                                                                                 ['Nog']                                 
GO:0032259      methylation                                                                                                              ['Prmt8', 'Eef2kmt']                    
GO:1902895      positive regulation of miRNA transcription                                                                               ['Fos', 'Klf4']                         
R-MMU-422475    Axon guidance                                                                                                            ['Dscaml1', 'Gfra1', 'Vldlr', 'Dok4']   
R-MMU-8951430   RUNX3 regulates WNT signaling                                                                                            ['Lef1']                                
GO:0008251      tRNA-specific adenosine deaminase activity                                                                               ['Adarb1']                              
GO:0032332      positive regulation of chondrocyte differentiation                                                                       ['Sox6']                                
GO:0043039      tRNA aminoacylation                                                                                                      ['Fars2']                               
GO:0021533      cell differentiation in hindbrain                                                                                        ['Nog']                                 
GO:0032348      negative regulation of aldosterone biosynthetic process                                                                  ['Dkk3']                                
GO:0000976      transcription cis-regulatory region binding                                                                              ['Sox6', 'Fos', 'Klf4', 'Lef1']         
GO:0140678      molecular function inhibitor activity                                                                                    ['Kcnab1']                              
GO:0031668      cellular response to extracellular stimulus                                                                              ['Fos']                                 
GO:0016514      SWI/SNF complex                                                                                                          ['Bcl11b']                              
R-MMU-9012999   RHO GTPase cycle                                                                                                         ['Dock10']                              
GO:1903573      negative regulation of response to endoplasmic reticulum stress                                                          ['Wfs1']                                
R-MMU-975871    MyD88 cascade initiated on plasma membrane                                                                               ['Fos']                                 
GO:0060561      apoptotic process involved in morphogenesis                                                                              ['Lef1']                                
GO:0005929      cilium                                                                                                                   ['Sept2']                               
GO:0048538      thymus development                                                                                                       ['Bcl11b']                              
GO:0008083      growth factor activity                                                                                                   ['Kitl']                                
GO:0048839      inner ear development                                                                                                    ['Pou3f4']                              
GO:0042165      neurotransmitter binding                                                                                                 ['Gabra4', 'Gabra5']                    
GO:0097192      extrinsic apoptotic signaling pathway in absence of ligand                                                               ['Kitl']                                
